"record","sha256","source_label","target_label"
"GLOSBE_STATIC_9cf149c6a2b2c825de8e","f8c55bc3b8cb639912589449f5e1731eff83021d626340210647880a7cbe41bf","8, 9. (1) ","8, 9. (a) "
"GLOSBE_STATIC_2fbb510a930baf720205","f8c55bc3b8cb639912589449f5e1731eff83021d626340210647880a7cbe41bf","9 ","9 "
"GLOSBE_STATIC_4732c0c31f3f99c8e2d3","fb47db209a9555cd565e041c53df750d2b54a0de0286d4f1ccf65c10f6b5986f","7 ","7 "
"GLOSBE_STATIC_5ac64bda892d60d25d54","fb47db209a9555cd565e041c53df750d2b54a0de0286d4f1ccf65c10f6b5986f","18 ","18 "
"GLOSBE_STATIC_9448cee54d3f9294bd84","fb47db209a9555cd565e041c53df750d2b54a0de0286d4f1ccf65c10f6b5986f","(2) ","(b) "
"GLOSBE_STATIC_f27a1fa64cd9cb60ca94","fb47db209a9555cd565e041c53df750d2b54a0de0286d4f1ccf65c10f6b5986f","15 ","15 "
"GLOSBE_STATIC_f99ba77e18372f52e5ae","fb47db209a9555cd565e041c53df750d2b54a0de0286d4f1ccf65c10f6b5986f","(2) ","(b) "
"GLOSBE_STATIC_444fec74cd89a7b29c75","fb47db209a9555cd565e041c53df750d2b54a0de0286d4f1ccf65c10f6b5986f","16 ","16 "
"GLOSBE_STATIC_76915088bcda3b74765a","1b3362fc3a397734ddd396cd34c521e0b5ea8260a13ace07fc6d819ea55fee3c","11 ","11 "
"GLOSBE_STATIC_d2a85cf80cfacf3e8c26","e841287c10b527c2c45ff1f550c644931c7ac80e332132b7cc9a43d12b6067fa","4 ","4 "
"GLOSBE_STATIC_a2d01226ac8742958e82","5b4371a524b6ceff67f6dca87877ccccc7732f02f3a668e40d0147ea0263c4fe","3 ","3 "
"GLOSBE_STATIC_e8bf443e2e260633221f","20cea164bf4352e3164c13e84ea8419818729fe07152fd785dea343df07361d6","7 ","7 "
"GLOSBE_STATIC_73c42b2d0c04267e9781","128b3eaf035ebe4cff70d8900a247ea6dd1aee575bbb203c704afaf81dbb7167","3 ","3 "
"GLOSBE_STATIC_357f3a11c333198b2cdf","128b3eaf035ebe4cff70d8900a247ea6dd1aee575bbb203c704afaf81dbb7167","(2) ","(b) "
"GLOSBE_STATIC_0b9b07db04bc32cbcbfb","128b3eaf035ebe4cff70d8900a247ea6dd1aee575bbb203c704afaf81dbb7167","27 ","27 "
"GLOSBE_STATIC_86e76c2a3f054dd535cf","fe795fcc4a44a7be2550476f0a04375fe96c30e882475d50a6c6b7db4f748831","17 ","17 "
"GLOSBE_STATIC_389bf4095a6a48c4172b","eacea73dd1b94bc345fed656ff330e048cec77857cd7c715b80cbcd389841aaa","19 ","19 "
"GLOSBE_STATIC_85abb1f5e33116c33b2f","eacea73dd1b94bc345fed656ff330e048cec77857cd7c715b80cbcd389841aaa","5 ","5 "
"GLOSBE_STATIC_6a6c0bbe4be3f1c1804f","27ae58fdf01bfe4fa9f67ce478f437efb548eee961a2a3e4652de4e2aa124a81","2 ","2 "
"GLOSBE_STATIC_ff2f20e9814400927f7a","7683df0fda7a2fe33dde6cc1cb3ac8cce3c08a08df609d40cb62a4b13abdb7da","17 ","17 "
"GLOSBE_STATIC_d8b5aab729c2f52bd6ba","7683df0fda7a2fe33dde6cc1cb3ac8cce3c08a08df609d40cb62a4b13abdb7da","16 ","16 "
"GLOSBE_STATIC_1d62c2fb20b8e624fb31","3343c6fa72770230bcc0741fd3e936a3a2feac871862e94b16782527f841520d","15 ","15 "
"GLOSBE_STATIC_190c20c71a3eefa4926f","3343c6fa72770230bcc0741fd3e936a3a2feac871862e94b16782527f841520d","11 ","11 "
"GLOSBE_STATIC_3fb917231a4abaf8e3bc","3343c6fa72770230bcc0741fd3e936a3a2feac871862e94b16782527f841520d","3 ","3 "
"GLOSBE_STATIC_de17b5c0ec901696368c","e486563c8ad350d4bcf68220533cd581da2e540f434122dbc963df6b45b3e9c3","12 ","12 "
"GLOSBE_STATIC_e42d6d7234b1dfc82739","e486563c8ad350d4bcf68220533cd581da2e540f434122dbc963df6b45b3e9c3","15 ","15 "
"GLOSBE_STATIC_ec41ae27f9b5fc7cd7f3","3191e44add9937f59e2ea1140d3393f167e9fc8e00bf7c74f5930d7cedff0c91","(2) ","(b) "
"GLOSBE_STATIC_331888e974c9e41324e8","3191e44add9937f59e2ea1140d3393f167e9fc8e00bf7c74f5930d7cedff0c91","7 ","7 "
"GLOSBE_STATIC_1100a984768f96f47773","68f620d4dbd4643b65cf323565d629de46fa6bfec5f2c5e4c80d63e539beaabb","9 ","9 "
"GLOSBE_STATIC_adaf8ce316b6fa6f156f","68f620d4dbd4643b65cf323565d629de46fa6bfec5f2c5e4c80d63e539beaabb","12 ","12 "
"GLOSBE_STATIC_957c90bf5747959c952b","81a5b7bce04fa28542ed993a2ef411c4bd73e1f7267f4110d5f368754e02f337","10 ","10 "
"GLOSBE_STATIC_3d703a28fb835c282679","84978347e98724075cb950b8fa2069aa50ef4435b03822dbc613136027543c88","17 ","17 "
"GLOSBE_STATIC_6321359f78fdce152315","84978347e98724075cb950b8fa2069aa50ef4435b03822dbc613136027543c88","18 ","18 "
"GLOSBE_STATIC_dcc4fd2c87be1efbbf92","39441ce3bc90362172903fec6b6424aea6149c41415691c98b6fd5d04c17fdef","30 ","30 "
"GLOSBE_STATIC_fd72aa8ed5e26b2ace4c","fcf6601b1e661c741881b6f4501ca3f500101c8c70dd071f069418e97bb55284","6, 7. (1) ","6, 7. (a) "
"GLOSBE_STATIC_904f2157260b26f34890","1dfd4ef11121b271164483d070e84eecc0887c11566fd09c70688758ac98bd0b","21 ","21 "
"GLOSBE_STATIC_033e1d21c3d001a13a58","1dfd4ef11121b271164483d070e84eecc0887c11566fd09c70688758ac98bd0b","18 ","18 "
"GLOSBE_STATIC_a985e1d06a2f0e74a003","1dfd4ef11121b271164483d070e84eecc0887c11566fd09c70688758ac98bd0b","22 ","22 "
"GLOSBE_STATIC_b1d06207f0e55b2359ba","1dfd4ef11121b271164483d070e84eecc0887c11566fd09c70688758ac98bd0b","9 ","9 "
"GLOSBE_STATIC_9335f1fa99c534299ae5","7282fa94c9adea00573433df0b9be52c7431a913fb179e8bea289bb3a01d9e82","(2) ","(b) "
"GLOSBE_STATIC_b1dd16620b4d378bb022","7282fa94c9adea00573433df0b9be52c7431a913fb179e8bea289bb3a01d9e82","6. (1) ","6. (a) "
"GLOSBE_STATIC_eaeeae02fb268027bb0f","7282fa94c9adea00573433df0b9be52c7431a913fb179e8bea289bb3a01d9e82","12 ","12 "
"GLOSBE_STATIC_f5125ad38a5ffddc20be","7282fa94c9adea00573433df0b9be52c7431a913fb179e8bea289bb3a01d9e82","14 ","14 "
"GLOSBE_STATIC_0c2e27bb9be2caf6fce6","a4037532c1f9db2959f8eb3da721d710d6c3b5c5abf264b1e2cced7e32ee9e6e","18 ","18 "
"GLOSBE_STATIC_89920ff9cc7ad9e17b9c","8c233431395ec329d93abeccb3b68935be2b38044284f2215d1c3d9954cd1eef","4 ","4 "
"GLOSBE_STATIC_2dd5f45e845998024abd","255f777c37eee5c4e408e3e7477e8d90685aaa682148ff534f91f075a5917ec5","6 ","6 "
"GLOSBE_STATIC_f914db88d9de990622f5","5247a7a46788f0eaa05265a6e26200dfa9622e2665de6b5af1cce1187d4bba44","15 ","15 "
"GLOSBE_STATIC_d50e13634761b1b5c2eb","7a3fdb4318428548cd839a64aa94a2078f6620374f85978b6c7fa2578a063768","7 ","7 "
"GLOSBE_STATIC_cc1486efc0fd24d58779","050217174ec8644d5c016e5132797e8c0b5f08d68571d856cc0d96fbc1ae9eaa","17, 18. (1) ","17, 18. (a) "
"GLOSBE_STATIC_45b71324861bc60e260b","050217174ec8644d5c016e5132797e8c0b5f08d68571d856cc0d96fbc1ae9eaa","11. (1) ","11. (a) "
"GLOSBE_STATIC_0d5d307f83339741917c","4fb86e8d89d0d2344c1a53b264d2596b770fe238a8ea84efbe42e5b2e35ef5bf","17 ","17 "
"GLOSBE_STATIC_cdf573b0000d28e8095d","4fb86e8d89d0d2344c1a53b264d2596b770fe238a8ea84efbe42e5b2e35ef5bf","(2) ","(b) "
"GLOSBE_STATIC_92b12d393acccb37cc71","4fb86e8d89d0d2344c1a53b264d2596b770fe238a8ea84efbe42e5b2e35ef5bf","(2) ","(b) "
"GLOSBE_STATIC_e73b2b652582741acbdb","e50f7e81af62050735ff247bf5805500f15ad97f1021e5a714c837f249d79115","(2) ","(b) "
"GLOSBE_STATIC_779edb2b577719fbd662","dcc35bd2c6519215c113fc144043e28d6cd8e63afecb09229aaf03be090619af","(2) ","(b) "
"GLOSBE_STATIC_c461f8775ec5aa31abbe","dcc35bd2c6519215c113fc144043e28d6cd8e63afecb09229aaf03be090619af","(3) ","(c) "
"GLOSBE_STATIC_7e980728047cdbe61bfa","dcc35bd2c6519215c113fc144043e28d6cd8e63afecb09229aaf03be090619af","(2) ","(b) "
"GLOSBE_STATIC_f76c24509a39886faaeb","dcc35bd2c6519215c113fc144043e28d6cd8e63afecb09229aaf03be090619af","(2) ","(b) "
"GLOSBE_STATIC_40bb9d08a67ab23d1554","61159285b7537faa93edf3015587b379b62e89eccb781bb603b74e3ecefce4db","6 ","6 "
"GLOSBE_STATIC_c0fa51d2a9485093889c","61159285b7537faa93edf3015587b379b62e89eccb781bb603b74e3ecefce4db","(2) ","(b) "
"GLOSBE_STATIC_67dfa5f9adf5b3c9b62e","61159285b7537faa93edf3015587b379b62e89eccb781bb603b74e3ecefce4db","(2) ","(b) "
"GLOSBE_STATIC_932d27b6dbf4563b2ced","61159285b7537faa93edf3015587b379b62e89eccb781bb603b74e3ecefce4db","(2) ","(b) "
"GLOSBE_STATIC_554de15ae755b1813ec9","61159285b7537faa93edf3015587b379b62e89eccb781bb603b74e3ecefce4db","19 ","19 "
"GLOSBE_STATIC_77bdfd56b8b30d112b3a","e50f7e81af62050735ff247bf5805500f15ad97f1021e5a714c837f249d79115","4. (1) ","4. (a) "
"GLOSBE_STATIC_ed85cc40c84b376ebde9","e50f7e81af62050735ff247bf5805500f15ad97f1021e5a714c837f249d79115","(2) ","(b) "
"GLOSBE_STATIC_eb37390a3db651c59bdd","e50f7e81af62050735ff247bf5805500f15ad97f1021e5a714c837f249d79115","(2) ","(b) "
"GLOSBE_STATIC_7f1f57d23497afc4edd2","e50f7e81af62050735ff247bf5805500f15ad97f1021e5a714c837f249d79115","10 ","10 "
"GLOSBE_STATIC_c1a4b3075686b78176ad","8d7ed0c816503821f3cf94b92590794313ebcc9e2965257069b7d56103440039","9 ","9 "
"GLOSBE_STATIC_8ea5938c8ab9e6877395","8d7ed0c816503821f3cf94b92590794313ebcc9e2965257069b7d56103440039","(2) ","(b) "
"GLOSBE_STATIC_9d6e1daf73a5196a72c5","8d7ed0c816503821f3cf94b92590794313ebcc9e2965257069b7d56103440039","(2) ","(b) "
"GLOSBE_STATIC_916f727d5799ebbd03d4","8d7ed0c816503821f3cf94b92590794313ebcc9e2965257069b7d56103440039","(2) ","(b) "
"GLOSBE_STATIC_21214078d85a637649cf","8d7ed0c816503821f3cf94b92590794313ebcc9e2965257069b7d56103440039","3 ","3 "
"GLOSBE_STATIC_198290fd5193603ee5b4","d7fa0e630afd37a96fb662e57b756b7955b495962ca6465d0ff4b19948e56761","11 ","11 "
"GLOSBE_STATIC_a0d2d077bbe2627616f4","ebe15129482b1c018a3988f13aa927e460c29f60868363f9ed2f3df6cc189055","19 ","19 "
"GLOSBE_STATIC_64abcf2b168d2c08e3b0","29d4d11e127660f18b4136d8ff49d8f58cfcea1aa2f09aa95b0a4c14f99547d7","3 ","3 "
"GLOSBE_STATIC_0fb1abac7fa8cf26258e","29d4d11e127660f18b4136d8ff49d8f58cfcea1aa2f09aa95b0a4c14f99547d7","12 ","12 "
"GLOSBE_STATIC_c9135dabaf57d522647b","1834d56a3610331311df0a0e8e11a9c7f5b794dffcf33ed8c34e604fc52a2e34","17 ","17 "
"GLOSBE_STATIC_01bc9d82c160eca2207e","e510fa436e70f9d24cf3896d1ba2d05a437b49f2511d4c21fdbd3b0ebce91f71","3 ","3 "
"GLOSBE_STATIC_23db3feacf4d8831c3b5","c4f5ed0d998f318542aa011e92a904d59f61207769d870a547aca6c5dac780fb","18 ","18 "
"GLOSBE_STATIC_82f85ac1af6fa5002569","c4f5ed0d998f318542aa011e92a904d59f61207769d870a547aca6c5dac780fb","15 ","15 "
"GLOSBE_STATIC_c6810cf46369bd661746","c4f5ed0d998f318542aa011e92a904d59f61207769d870a547aca6c5dac780fb","(2) ","(b) "
"GLOSBE_STATIC_e72bf646b696a81eae8b","f98face6e1113882321578aa2b6b1835aada4c205f6dca0142486ef9b273fc00","(2) ","(b) "
"GLOSBE_STATIC_78c5db293f57460fc8d2","db42ca6d16f35ceea3623cb519bf7b2906c46d6290a1c07e3bf93d3db762c3b5","16, 17. (1) ","16, 17. (a) "
"GLOSBE_STATIC_89ba6afbe3065f6ac7d4","db42ca6d16f35ceea3623cb519bf7b2906c46d6290a1c07e3bf93d3db762c3b5","1, 2. (1) ","1, 2. (a) "
"GLOSBE_STATIC_fa5de723e7021b3451a6","5f2951232717e13d3cfc1f4ed513dfa97a35d53213fdcffa87f620de8ef0c559","8 ","8 "
"GLOSBE_STATIC_aa3b6d74e93af46d321e","5f2951232717e13d3cfc1f4ed513dfa97a35d53213fdcffa87f620de8ef0c559","11, 12. (1) ","11, 12. (a) "
"GLOSBE_STATIC_749739f9c9f6e1e9249b","10c33ac91eb3caecc07e9094683bcee90156ab1e7240cadccc465ba24b82e90d","8, 9. (1) ","8, 9. (a) "
"GLOSBE_STATIC_fcc87c1fc9b4b2673d13","10c33ac91eb3caecc07e9094683bcee90156ab1e7240cadccc465ba24b82e90d","(3) ","(c) "
"GLOSBE_STATIC_22441c2bdea79d891863","10c33ac91eb3caecc07e9094683bcee90156ab1e7240cadccc465ba24b82e90d","16 ","16 "
"GLOSBE_STATIC_3eae54ffd423e83328aa","10c33ac91eb3caecc07e9094683bcee90156ab1e7240cadccc465ba24b82e90d","12. (1) ","12. (a) "
"GLOSBE_STATIC_ca3796262f53d5014c3e","10c33ac91eb3caecc07e9094683bcee90156ab1e7240cadccc465ba24b82e90d","10 ","10 "
"GLOSBE_STATIC_f403e81360ad4ec6c0e8","d100dbe8d180c81bbe1c8ed637d3d8aee91bfdffc0ca327a038d44b0c4fa1e6f","(2) ","(b) "
"GLOSBE_STATIC_bf56f07b2253d63f6eb0","a5ee45884548d9e72186a532325ce81e983562c2b8a35e765f28ebc1d43fbcd6","9 ","9 "
"GLOSBE_STATIC_4e4323243e5a624407cd","a5ee45884548d9e72186a532325ce81e983562c2b8a35e765f28ebc1d43fbcd6","12 ","12 "
"GLOSBE_STATIC_38982b5ab780b7dad534","a5ee45884548d9e72186a532325ce81e983562c2b8a35e765f28ebc1d43fbcd6","(2) ","(b) "
"GLOSBE_STATIC_2d38d7d85a45454177a4","a5ee45884548d9e72186a532325ce81e983562c2b8a35e765f28ebc1d43fbcd6","(2) ","(b) "
"GLOSBE_STATIC_476a4c6c75575c672ba6","a940f2dff72eaa6c043488c9c714693defcdc595db1851b417855edd2a05058a","10 ","10 "
"GLOSBE_STATIC_e4ce57c50fad6fa6abbf","a940f2dff72eaa6c043488c9c714693defcdc595db1851b417855edd2a05058a","6. (1) ","6. (a) "
"GLOSBE_STATIC_dfc1a638afa036e78563","fff82191dd02971b3ea7170ab6d802a8e21366e723e2e8f6c889fed7d409ea1c","(2) ","(b) "
"GLOSBE_STATIC_f9f5c61d44b75ff06599","eb29c8431fc81dc11998bc1ac879ea501be3340840c112bd88b964aeaa10d2ee","4, 5. (1) ","4, 5. (a) "
"GLOSBE_STATIC_8151c8af3a62759a0f18","eb29c8431fc81dc11998bc1ac879ea501be3340840c112bd88b964aeaa10d2ee","(2) ","(b) "
"GLOSBE_STATIC_21e78b3b89eb7fc933cd","eb29c8431fc81dc11998bc1ac879ea501be3340840c112bd88b964aeaa10d2ee","7. (1) ","7. (a) "
"GLOSBE_STATIC_5441b3c550fb18388b13","a9bf6600f657783d1e11c9496f2c04c8719d29e45ef2a41050db699464a10d7d","3 ","3 "
"GLOSBE_STATIC_ed3d162c1d19289dab96","a9bf6600f657783d1e11c9496f2c04c8719d29e45ef2a41050db699464a10d7d","(2) ","(b) "
"GLOSBE_STATIC_99dbe0637c81e713f56e","cec8516c81cb62e3f4f738aca9eb43da30a15d0436e982479f26a1163f63dc33","3 ","3 "
"GLOSBE_STATIC_86a7b86b651ea1cd9bff","cec8516c81cb62e3f4f738aca9eb43da30a15d0436e982479f26a1163f63dc33","9 ","9 "
"GLOSBE_STATIC_d3a134227287daf632d5","35daf29b9b326acfdf3e8f638af38103366995c2def68a38b761de48c192a28c","10 ","10 "
"GLOSBE_STATIC_85571dd9067c0909f46f","35daf29b9b326acfdf3e8f638af38103366995c2def68a38b761de48c192a28c","8 ","8 "
"GLOSBE_STATIC_d6a6206377bc32343044","7060884bfe26586a5708901a717445c29d68bb9669d33dd77d7059fbd7b3314c","6 ","6 "
"GLOSBE_STATIC_e74458bb725fafdcb3d8","7060884bfe26586a5708901a717445c29d68bb9669d33dd77d7059fbd7b3314c","4 ","4 "
"GLOSBE_STATIC_6172bd15d6dd6c49230e","423b1643d2d5f779d7a930da7e58f903dc92a9eac8b2471d721b453fd018fad2","31 ","31 "
"GLOSBE_STATIC_9dc012c22a039280023e","423b1643d2d5f779d7a930da7e58f903dc92a9eac8b2471d721b453fd018fad2","11 ","11 "
"GLOSBE_STATIC_a524392afa51b5419d51","423b1643d2d5f779d7a930da7e58f903dc92a9eac8b2471d721b453fd018fad2","6 ","6 "
"GLOSBE_STATIC_66ca05267c3ca72d4b87","bcd681ff76032a31e42526b07c763d32c606021eb128ec5a932bec797f547cbb","(2) ","(b) "
"GLOSBE_STATIC_1ab4dbeac1c16eaa25f4","bf5ec33083eb3f421599a59865419612cd6416ffd3031e04e092b5a18a542a6a","11 ","11 "
"GLOSBE_STATIC_0e7b35655e52e5712722","bf5ec33083eb3f421599a59865419612cd6416ffd3031e04e092b5a18a542a6a","12 ","12 "
"GLOSBE_STATIC_da3a270bb7dcd70714b0","133eda1e5f4a68a21f5f591f93e6b8b467a68b31df610af90e29a88b8b4d1d1b","6 ","6 "
"GLOSBE_STATIC_08bd95d7d2c485e5522d","0f427f74fa66c143cd6f8aa232f3e32c2a319327a337378b0c7e79dc65f104aa","9 ","9 "
"GLOSBE_STATIC_0620085ba02d8d2fefd7","5a218c1688a48533957e65fc87bd26fcc8ae93bb292800f3ee2144e8848dfcd1","12 ","12 "
"GLOSBE_STATIC_53f2b6172d6137fed1c7","5a218c1688a48533957e65fc87bd26fcc8ae93bb292800f3ee2144e8848dfcd1","11 ","11 "
"GLOSBE_STATIC_874448ba86638a95d209","5a218c1688a48533957e65fc87bd26fcc8ae93bb292800f3ee2144e8848dfcd1","9 ","9 "
"GLOSBE_STATIC_73c25817cb28ad6d0791","5a218c1688a48533957e65fc87bd26fcc8ae93bb292800f3ee2144e8848dfcd1","5 ","5 "
"GLOSBE_STATIC_72c2da539af23d87b946","ff309d98de021d4a779f4fd71ace74fe79f2271531bc52e038883653cda3b8dc","6 ","6 "
"GLOSBE_STATIC_29f4067bd7efd1a3bd98","ff309d98de021d4a779f4fd71ace74fe79f2271531bc52e038883653cda3b8dc","4 ","4 "
"GLOSBE_STATIC_d986dd7d9b809e039f5a","ff309d98de021d4a779f4fd71ace74fe79f2271531bc52e038883653cda3b8dc","20, 21. (1) ","20, 21. (a) "
"GLOSBE_STATIC_c23742d62436e53a234b","ff309d98de021d4a779f4fd71ace74fe79f2271531bc52e038883653cda3b8dc","(2) ","(b) "
"GLOSBE_STATIC_2a8cafd77f24c3f9a511","84398ca8456558410d05c8eaed74a67a96af8975f2f2654c02ed0255b9bd0606","15 ","15 "
"GLOSBE_STATIC_4614d244cc8966349ac7","84398ca8456558410d05c8eaed74a67a96af8975f2f2654c02ed0255b9bd0606","10 ","10 "
"GLOSBE_STATIC_a50d00fe6204a7a68e2d","84398ca8456558410d05c8eaed74a67a96af8975f2f2654c02ed0255b9bd0606","7 ","7 "
"GLOSBE_STATIC_a17ba1d4f6563da1c891","283f2fa63ba9c8985feb67776defc4f5b22cac86c1d28e0759aac080d02d3170","7 ","7 "
"GLOSBE_STATIC_4211d0ced95fef89d8f8","4213644d67d2d6386ba88f77f09721f31d8deed247f330485a69c0b2fc183e15","4 ","4 "
"GLOSBE_STATIC_fee8d40808f6562bd2b9","4213644d67d2d6386ba88f77f09721f31d8deed247f330485a69c0b2fc183e15","9 ","9 "
"GLOSBE_STATIC_060b383a4bac0a6aecfd","cbbe68ad2713c90c79b4aa2fc434c7413d06230534bb747e7e9eae70b9b5f39a","17 ","17 "
"GLOSBE_STATIC_4b14ad81854ea653b105","0fbc200936fc489c77f5f74eff5a3fa227c151c0c1556939f14bd10dae00f746","13 ","13 "
"GLOSBE_STATIC_c5429bd7a10f43cedb2b","0fbc200936fc489c77f5f74eff5a3fa227c151c0c1556939f14bd10dae00f746","4 ","4 "
"GLOSBE_STATIC_9ad36b8695a002939455","7b9d7fa1aaea689e0155a269e15d4d3234dec516a30ecec8b78ec873a71179e8","12 ","12 "
"GLOSBE_STATIC_53f228e0b58f67334678","d2733de58a779b4cdeec7ac648ab4b5e7ad28cfc9a53bbe381734fee5cdc935b","12 ","12 "
"GLOSBE_STATIC_16997745b78af1d9109b","4a36e6948c63e051afba4cb6c1bb12ba97bf744d19b48fb1d99e6c07d5d215a0","13 ","13 "
"GLOSBE_STATIC_e6417eb7a6cc537dd95d","4a36e6948c63e051afba4cb6c1bb12ba97bf744d19b48fb1d99e6c07d5d215a0","21 ","21 "
"GLOSBE_STATIC_300c2848e3df62cbdc4f","4a36e6948c63e051afba4cb6c1bb12ba97bf744d19b48fb1d99e6c07d5d215a0","17 ","17 "
"GLOSBE_STATIC_e38834cc0ae2e679ffb0","4a36e6948c63e051afba4cb6c1bb12ba97bf744d19b48fb1d99e6c07d5d215a0","16 ","16 "
"GLOSBE_STATIC_9be4db8305f6264d11f4","1edb8a11d62bdb618e0837140a78705490905d04aab6395db37cf4137abcb7d7","10 ","10 "
"GLOSBE_STATIC_51c110e704f4dd7f305d","e30991b6c1115a2979240c98d459deaa87f5c0cae2ff46b51bcdebe82aeaef58","8 ","8 "
"GLOSBE_STATIC_87642265d9817c672829","019051dc71d8ac308241d9b1dde558564bdc0b87583158e49b59e5e1f2618bc7","8 ","8 "
"GLOSBE_STATIC_3b6cea15ad5c70375ffe","019051dc71d8ac308241d9b1dde558564bdc0b87583158e49b59e5e1f2618bc7","4 ","4 "
"GLOSBE_STATIC_960595632a9f0f06f443","f1c94ae4263a43e534d31461cf640623bdae26c5a337e92d9453b00d59550023","5 ","5 "
"GLOSBE_STATIC_d6a69970a2aa97781747","f1c94ae4263a43e534d31461cf640623bdae26c5a337e92d9453b00d59550023","12 ","12 "
"GLOSBE_STATIC_415b77ad559af803635d","f1c94ae4263a43e534d31461cf640623bdae26c5a337e92d9453b00d59550023","22 ","22 "
"GLOSBE_STATIC_b4e9d063cff955854093","3235c4d6c4fc84e63650712d30f2ad596169e7886d1054f582f6879c9407f5de","15 ","15 "
"GLOSBE_STATIC_f78bf247745999b1b724","3235c4d6c4fc84e63650712d30f2ad596169e7886d1054f582f6879c9407f5de","9 ","9 "
"GLOSBE_STATIC_ce2d0778496fd06e9036","3235c4d6c4fc84e63650712d30f2ad596169e7886d1054f582f6879c9407f5de","4 ","4 "
"GLOSBE_STATIC_b5a3ac69adf6d2ac7a00","3235c4d6c4fc84e63650712d30f2ad596169e7886d1054f582f6879c9407f5de","6 ","6 "
"GLOSBE_STATIC_5e4e89ded0a815c2533e","3f4ba87d57378476c0d763d4f10f4499eae3db160286f354717f71c4e0234497","3 ","3 "
"GLOSBE_STATIC_699e64e98a409b57a083","a044a83f84844adbcabcbf4f1c4fb929f9ffe54272e32b78ac6abd0222dcb747","(2) ","(b) "
"GLOSBE_STATIC_aa2e670b239ac8ba28a7","a044a83f84844adbcabcbf4f1c4fb929f9ffe54272e32b78ac6abd0222dcb747","6 ","6 "
"GLOSBE_STATIC_def1f24e5c95dfb21701","a044a83f84844adbcabcbf4f1c4fb929f9ffe54272e32b78ac6abd0222dcb747","12 ","12 "
"GLOSBE_STATIC_68236f36b682ea0fbb01","3f4c5c1613c36f8c24e028a103fa904d2d3111b6ea0470bc59bdbb1b44fffeef","17 ","17 "
"GLOSBE_STATIC_a27a146c28ea8aec2c07","3f4c5c1613c36f8c24e028a103fa904d2d3111b6ea0470bc59bdbb1b44fffeef","(2) ","(b) "
"GLOSBE_STATIC_ef692914b394d9acf39e","b7187c8c2ffcfe03e2791cd319cbf41a7abfc188ece33f5328861f40d4a39349","12 ","12 "
"GLOSBE_STATIC_793858254432ec8fa1d8","12b65b036d2f7610b9c678bb110bff878a32b82652ca6d9ab75797dacf2545b7","10 ","10 "
"GLOSBE_STATIC_1f19d9305f809b8ba248","52549ea431dcc9186aa7f4e82d16378ff208b4875875fcd70aea418dadc3c817","18 ","18 "
"GLOSBE_STATIC_0bd53e567ff858a94dc4","52549ea431dcc9186aa7f4e82d16378ff208b4875875fcd70aea418dadc3c817","11 ","11 "
"GLOSBE_STATIC_6e4dcb3370abcf83ff4d","52549ea431dcc9186aa7f4e82d16378ff208b4875875fcd70aea418dadc3c817","10 ","10 "
"GLOSBE_STATIC_f38b839ea3e9474c2998","95c1a0d507091b549bdddfd90ef6b5026f0942e398e0c8575e002317f0bd6301","(2) ","(b) "
"GLOSBE_STATIC_31551d159b2fed2d8236","95c1a0d507091b549bdddfd90ef6b5026f0942e398e0c8575e002317f0bd6301","21 ","21 "
"GLOSBE_STATIC_a170eee6f70c85d22d85","95c1a0d507091b549bdddfd90ef6b5026f0942e398e0c8575e002317f0bd6301","14 ","14 "
"GLOSBE_STATIC_f83dda8f37bc2dff1302","78d79943f522b530d301070da98a5428df1e177d9371f4f9aa301dc11f05225d","10 ","10 "
"GLOSBE_STATIC_48e576ff760eb4e8c14a","78d79943f522b530d301070da98a5428df1e177d9371f4f9aa301dc11f05225d","5 ","5 "
"GLOSBE_STATIC_4611ed064f274f54b7a0","78d79943f522b530d301070da98a5428df1e177d9371f4f9aa301dc11f05225d","8 ","8 "
"GLOSBE_STATIC_d3763c9a7a51828fa7f6","78d79943f522b530d301070da98a5428df1e177d9371f4f9aa301dc11f05225d","13 ","13 "
"GLOSBE_STATIC_c7b677fa89a206aebbd5","78d79943f522b530d301070da98a5428df1e177d9371f4f9aa301dc11f05225d","1-3. (1) ","1-3. (a) "
"GLOSBE_STATIC_a5e92637683d5fd24c2c","d5e9a0ce1c6b0ebd4fda6eec59f759d296237000a3a035680e783c5fc2de9b74","11 ","11 "
"GLOSBE_STATIC_e53b1f00fe51d186aa05","d5e9a0ce1c6b0ebd4fda6eec59f759d296237000a3a035680e783c5fc2de9b74","11 ","11 "
"GLOSBE_STATIC_3a7fcee60ed84ea1ad75","d5e9a0ce1c6b0ebd4fda6eec59f759d296237000a3a035680e783c5fc2de9b74","13 ","13 "
"GLOSBE_STATIC_cd55b2225fac1933126a","a9941753b8c9db502240cf33a9f41ba2f48e2e4ebc28de1cfa11c0e589ffba0c","4 ","4 "
"GLOSBE_STATIC_b7cab9268b234a3c3fd6","a9941753b8c9db502240cf33a9f41ba2f48e2e4ebc28de1cfa11c0e589ffba0c","13 ","13 "
"GLOSBE_STATIC_ad963c9c2c8585fcc210","ec6a099b38d20d7e91c022f655b501db5e8d20b501ef825c92d7cffcd04412de","13 ","13 "
"GLOSBE_STATIC_c7231693980220afe611","ec6a099b38d20d7e91c022f655b501db5e8d20b501ef825c92d7cffcd04412de","11 ","11 "
