"Sinsiy pcbaq biru, lokah su ga.","老師，你好嗎？","https://web.klokah.tw/ninew/sound/16/01/01-B-1.mp3"
"cyux","有；在","https://web.klokah.tw/ninew/sound/16/03/03-C-3-1.mp3"
"tpa","坐","https://web.klokah.tw/ninew/sound/16/03/03-C-3-2.mp3"
"sa","[虛]","https://web.klokah.tw/ninew/sound/16/03/03-C-3-3.mp3"
"lapaw","櫻桃","https://web.klokah.tw/ninew/sound/16/03/03-C-3-4.mp3"
"qu","[虛]","https://web.klokah.tw/ninew/sound/16/03/03-C-3-5.mp3"
"qutux","一","https://web.klokah.tw/ninew/sound/16/03/03-C-3-6.mp3"
"qbhniq","鳥","https://web.klokah.tw/ninew/sound/16/03/03-C-3-7.mp3"
"cyaqung","烏鴉","https://web.klokah.tw/ninew/sound/16/03/03-C-3-8.mp3"
"cyux qa-qa mqwas qu cyaqung.","烏鴉正嘎嘎鳴叫。","https://web.klokah.tw/ninew/sound/16/03/03-B-4.mp3"
"cyux","有；在","https://web.klokah.tw/ninew/sound/16/03/03-C-4-1.mp3"
"qa-qa","嘎嘎鳴叫","https://web.klokah.tw/ninew/sound/16/03/03-C-4-2.mp3"
"mqwas","唱歌","https://web.klokah.tw/ninew/sound/16/03/03-C-4-3.mp3"
"qu","[虛]","https://web.klokah.tw/ninew/sound/16/03/03-C-4-4.mp3"
"cyaqung","烏鴉","https://web.klokah.tw/ninew/sound/16/03/03-C-4-5.mp3"
"mama, mzibuq su.","伯伯，早安。","https://web.klokah.tw/ninew/sound/16/03/04-B-1.mp3"
"mama","（父執輩）","https://web.klokah.tw/ninew/sound/16/03/04-C-1-1.mp3"
"mzibuq","早安","https://web.klokah.tw/ninew/sound/16/03/04-C-1-2.mp3"
"su","你","https://web.klokah.tw/ninew/sound/16/03/04-C-1-3.mp3"
"Yumas, musa su inu.","Yumas，你要去哪裡？","https://web.klokah.tw/ninew/sound/16/03/04-B-2.mp3"
"Yumas","（人名）","https://web.klokah.tw/ninew/sound/16/03/04-C-2-1.mp3"
"musa","去","https://web.klokah.tw/ninew/sound/16/03/04-C-2-2.mp3"
"su","你","https://web.klokah.tw/ninew/sound/16/03/04-C-2-3.mp3"
"inu","哪裡","https://web.klokah.tw/ninew/sound/16/03/04-C-2-4.mp3"
"rasun saku phgup ni yaya mu.","媽媽帶我去看醫生。","https://web.klokah.tw/ninew/sound/16/03/04-B-3.mp3"
"rasun","帶","https://web.klokah.tw/ninew/sound/16/03/04-C-3-1.mp3"
"saku","我","https://web.klokah.tw/ninew/sound/16/03/04-C-3-2.mp3"
"phgup","看醫生","https://web.klokah.tw/ninew/sound/16/03/04-C-3-3.mp3"
"ni","[虛]","https://web.klokah.tw/ninew/sound/16/03/04-C-3-4.mp3"
"yaya","媽媽","https://web.klokah.tw/ninew/sound/16/03/04-C-3-5.mp3"
"mu","我","https://web.klokah.tw/ninew/sound/16/03/04-C-3-6.mp3"
"nyux su hmswa la.","你怎麼啦？","https://web.klokah.tw/ninew/sound/16/03/04-B-4.mp3"
"nyux","[虛]","https://web.klokah.tw/ninew/sound/16/03/04-C-4-1.mp3"
"su","你","https://web.klokah.tw/ninew/sound/16/03/04-C-4-2.mp3"
"hmswa","怎麼","https://web.klokah.tw/ninew/sound/16/03/04-C-4-3.mp3"
"la","[虛]","https://web.klokah.tw/ninew/sound/16/03/04-C-4-4.mp3"
"nyux mxal tunux maku.","我的頭疼。","https://web.klokah.tw/ninew/sound/16/03/04-B-5.mp3"
"nyux","[虛]","https://web.klokah.tw/ninew/sound/16/03/04-C-5-1.mp3"
"mxal","疼痛","https://web.klokah.tw/ninew/sound/16/03/04-C-5-2.mp3"
"tunux","頭","https://web.klokah.tw/ninew/sound/16/03/04-C-5-3.mp3"
"maku","我；我的","https://web.klokah.tw/ninew/sound/16/03/04-C-5-4.mp3"
"nanu sozyan su smlokah hi.","你喜歡玩什麼運動？","https://web.klokah.tw/ninew/sound/16/03/05-B-1.mp3"
"nanu","什麼","https://web.klokah.tw/ninew/sound/16/03/05-C-1-1.mp3"
"sozyan","喜歡","https://web.klokah.tw/ninew/sound/16/03/05-C-1-2.mp3"
"su","你","https://web.klokah.tw/ninew/sound/16/03/05-C-1-3.mp3"
"smlokah hi","運動","https://web.klokah.tw/ninew/sound/16/03/05-C-1-4.mp3"
"smoya saku tmmari.","我喜歡打球。","https://web.klokah.tw/ninew/sound/16/03/05-B-2.mp3"
"smoya","喜歡","https://web.klokah.tw/ninew/sound/16/03/05-C-2-1.mp3"
"saku","我","https://web.klokah.tw/ninew/sound/16/03/05-C-2-2.mp3"
"tmmari","打球","https://web.klokah.tw/ninew/sound/16/03/05-C-2-3.mp3"
"hmswa pi.","為什麼呢？","https://web.klokah.tw/ninew/sound/16/03/05-B-3.mp3"
"hmswa","為什麼","https://web.klokah.tw/ninew/sound/16/03/05-C-3-1.mp3"
"pi","[虛]","https://web.klokah.tw/ninew/sound/16/03/05-C-3-2.mp3"
"tmmari ga thuyay smlokah hi mu.","打球使我能身體強健。","https://web.klokah.tw/ninew/sound/16/03/05-B-4.mp3"
"tmmari","打球","https://web.klokah.tw/ninew/sound/16/03/05-C-4-1.mp3"
"ga","[虛]","https://web.klokah.tw/ninew/sound/16/03/05-C-4-2.mp3"
"thuyay","可以","https://web.klokah.tw/ninew/sound/16/03/05-C-4-3.mp3"
"smlokah","強健","https://web.klokah.tw/ninew/sound/16/03/05-C-4-4.mp3"
"hi","人；身體","https://web.klokah.tw/ninew/sound/16/03/05-C-4-5.mp3"
"mu","我的","https://web.klokah.tw/ninew/sound/16/03/05-C-4-6.mp3"
"baq su mqwas.","你會唱歌嗎？","https://web.klokah.tw/ninew/sound/16/03/06-B-1.mp3"
"baq","會","https://web.klokah.tw/ninew/sound/16/03/06-C-1-1.mp3"
"su","你","https://web.klokah.tw/ninew/sound/16/03/06-C-1-2.mp3"
"mqwas","唱歌","https://web.klokah.tw/ninew/sound/16/03/06-C-1-3.mp3"
"aw, baq saku mqwas.","會，我會唱歌。","https://web.klokah.tw/ninew/sound/16/03/06-B-2.mp3"
"aw","是","https://web.klokah.tw/ninew/sound/16/03/06-C-2-1.mp3"
"baq","會","https://web.klokah.tw/ninew/sound/16/03/06-C-2-2.mp3"
"saku","我","https://web.klokah.tw/ninew/sound/16/03/06-C-2-3.mp3"
"mqwas","唱歌","https://web.klokah.tw/ninew/sound/16/03/06-C-2-4.mp3"
"baq su mzyugi.","你會跳舞嗎？","https://web.klokah.tw/ninew/sound/16/03/06-B-3.mp3"
"baq","會","https://web.klokah.tw/ninew/sound/16/03/06-C-3-1.mp3"
"su","你","https://web.klokah.tw/ninew/sound/16/03/06-C-3-2.mp3"
"mzyugi","跳舞","https://web.klokah.tw/ninew/sound/16/03/06-C-3-3.mp3"
"aw, baq saku mzyugi.","是的，我會跳舞。","https://web.klokah.tw/ninew/sound/16/03/06-B-4.mp3"
"aw","是","https://web.klokah.tw/ninew/sound/16/03/06-C-4-1.mp3"
"baq","會","https://web.klokah.tw/ninew/sound/16/03/06-C-4-2.mp3"
"saku","我","https://web.klokah.tw/ninew/sound/16/03/06-C-4-3.mp3"
"mzyugi","跳舞","https://web.klokah.tw/ninew/sound/16/03/06-C-4-4.mp3"
"nanu yasa qu msquna ta mqwas ru mzyugi ma.","那麼，我們一起唱歌和跳舞好嗎？","https://web.klokah.tw/ninew/sound/16/03/06-B-5.mp3"
"nanu yasa qu","那麼","https://web.klokah.tw/ninew/sound/16/03/06-C-5-1.mp3"
"msquna","一起","https://web.klokah.tw/ninew/sound/16/03/06-C-5-2.mp3"
"ta","我們（包含式）","https://web.klokah.tw/ninew/sound/16/03/06-C-5-3.mp3"
"mqwas","唱歌","https://web.klokah.tw/ninew/sound/16/03/06-C-5-4.mp3"
"ru","和","https://web.klokah.tw/ninew/sound/16/03/06-C-5-5.mp3"
"mzyugi","跳舞","https://web.klokah.tw/ninew/sound/16/03/06-C-5-6.mp3"
"ma","[虛]","https://web.klokah.tw/ninew/sound/16/03/06-C-5-7.mp3"
"pira tmucing misuw qani la.","現在是幾點鐘？","https://web.klokah.tw/ninew/sound/16/03/07-B-1.mp3"
"pira","多少","https://web.klokah.tw/ninew/sound/16/03/07-C-1-1.mp3"
"tmucing","點鐘","https://web.klokah.tw/ninew/sound/16/03/07-C-1-2.mp3"
"misuw","現在","https://web.klokah.tw/ninew/sound/16/03/07-C-1-3.mp3"
"qani","[虛]","https://web.klokah.tw/ninew/sound/16/03/07-C-1-4.mp3"
"la","[虛]","https://web.klokah.tw/ninew/sound/16/03/07-C-1-5.mp3"
"misuw qani ga sasan mspat tmucing.","現在是早上八點鐘。","https://web.klokah.tw/ninew/sound/16/03/07-B-2.mp3"
"misuw","現在","https://web.klokah.tw/ninew/sound/16/03/07-C-2-1.mp3"
"qani","[虛]","https://web.klokah.tw/ninew/sound/16/03/07-C-2-2.mp3"
"ga","[虛]","https://web.klokah.tw/ninew/sound/16/03/07-C-2-3.mp3"
"sasan","早上","https://web.klokah.tw/ninew/sound/16/03/07-C-2-4.mp3"
"mspat","八","https://web.klokah.tw/ninew/sound/16/03/07-C-2-5.mp3"
"tmucing","點鐘","https://web.klokah.tw/ninew/sound/16/03/07-C-2-6.mp3"
"pira tmucing mtuliq su sasan.","你早上幾點鐘起床？","https://web.klokah.tw/ninew/sound/16/03/07-B-3.mp3"
"pira","多少","https://web.klokah.tw/ninew/sound/16/03/07-C-3-1.mp3"
"tmucing","點鐘","https://web.klokah.tw/ninew/sound/16/03/07-C-3-2.mp3"
"mtuliq","起床","https://web.klokah.tw/ninew/sound/16/03/07-C-3-3.mp3"
"su","你","https://web.klokah.tw/ninew/sound/16/03/07-C-3-4.mp3"
"sasan","早上","https://web.klokah.tw/ninew/sound/16/03/07-C-3-5.mp3"
"mtzyu tmucing mtuliq saku sasan.","我早上六點鐘起床。","https://web.klokah.tw/ninew/sound/16/03/07-B-4.mp3"
"mtzyu","六","https://web.klokah.tw/ninew/sound/16/03/07-C-4-1.mp3"
"tmucing","點鐘","https://web.klokah.tw/ninew/sound/16/03/07-C-4-2.mp3"
"mtuliq","起床","https://web.klokah.tw/ninew/sound/16/03/07-C-4-3.mp3"
"saku","我","https://web.klokah.tw/ninew/sound/16/03/07-C-4-4.mp3"
"sasan","早上","https://web.klokah.tw/ninew/sound/16/03/07-C-4-5.mp3"
"pira tmucing m’abi su gbyan.","你晚上幾點鐘睡覺？","https://web.klokah.tw/ninew/sound/16/03/07-B-5.mp3"
"pira","多少","https://web.klokah.tw/ninew/sound/16/03/07-C-5-1.mp3"
"tmucing","點鐘","https://web.klokah.tw/ninew/sound/16/03/07-C-5-2.mp3"
"m’abi","睡覺","https://web.klokah.tw/ninew/sound/16/03/07-C-5-3.mp3"
"su","你","https://web.klokah.tw/ninew/sound/16/03/07-C-5-4.mp3"
"gbyan","晚上","https://web.klokah.tw/ninew/sound/16/03/07-C-5-5.mp3"
"mqeru tmucing smka m’abi saku gbyan.","我晚上九點半睡覺。","https://web.klokah.tw/ninew/sound/16/03/07-B-6.mp3"
"mqeru","九","https://web.klokah.tw/ninew/sound/16/03/07-C-6-1.mp3"
"tmucing","點鐘","https://web.klokah.tw/ninew/sound/16/03/07-C-6-2.mp3"
"smka","半","https://web.klokah.tw/ninew/sound/16/03/07-C-6-3.mp3"
"m’abi","睡覺","https://web.klokah.tw/ninew/sound/16/03/07-C-6-4.mp3"
"saku","我","https://web.klokah.tw/ninew/sound/16/03/07-C-6-5.mp3"
"gbyan","晚上","https://web.klokah.tw/ninew/sound/16/03/07-C-6-6.mp3"
"wey, lokah su, kun ga Pusing, ima isu.","喂，你好，我是Pusing，請問你是誰？","https://web.klokah.tw/ninew/sound/16/03/08-B-1.mp3"
"wey","喂","https://web.klokah.tw/ninew/sound/16/03/08-C-1-1.mp3"
"lokah","好","https://web.klokah.tw/ninew/sound/16/03/08-C-1-2.mp3"
"su","你","https://web.klokah.tw/ninew/sound/16/03/08-C-1-3.mp3"
"kun","我","https://web.klokah.tw/ninew/sound/16/03/08-C-1-4.mp3"
"ga","[虛]","https://web.klokah.tw/ninew/sound/16/03/08-C-1-5.mp3"
"Pusing","（人名）","https://web.klokah.tw/ninew/sound/16/03/08-C-1-6.mp3"
"ima","誰","https://web.klokah.tw/ninew/sound/16/03/08-C-1-7.mp3"
"isu","你","https://web.klokah.tw/ninew/sound/16/03/08-C-1-8.mp3"
"kun ga Sayun.","我是Sayun。","https://web.klokah.tw/ninew/sound/16/03/08-B-2.mp3"
"kun","我","https://web.klokah.tw/ninew/sound/16/03/08-C-2-1.mp3"
"ga","[虛]","https://web.klokah.tw/ninew/sound/16/03/08-C-2-2.mp3"
"Sayun","（人名）","https://web.klokah.tw/ninew/sound/16/03/08-C-2-3.mp3"
"Sayun pqutay misu cikay ha, cyux ngasal Yusiy.","Sayun請問一下，Yusiy在家嗎？","https://web.klokah.tw/ninew/sound/16/03/08-B-3.mp3"
"Sayun","（人名）","https://web.klokah.tw/ninew/sound/16/03/08-C-3-1.mp3"
"pqutay","問","https://web.klokah.tw/ninew/sound/16/03/08-C-3-2.mp3"
"misu","你","https://web.klokah.tw/ninew/sound/16/03/08-C-3-3.mp3"
"cikay","一下","https://web.klokah.tw/ninew/sound/16/03/08-C-3-4.mp3"
"ha","[虛]","https://web.klokah.tw/ninew/sound/16/03/08-C-3-5.mp3"
"cyux","有；在","https://web.klokah.tw/ninew/sound/16/03/08-C-3-6.mp3"
"ngasal","家","https://web.klokah.tw/ninew/sound/16/03/08-C-3-7.mp3"
"Yusiy","（人名）","https://web.klokah.tw/ninew/sound/16/03/08-C-3-8.mp3"
"ungat ngasal Yusiy, wayal mcisal ngasal yata Sonun.","Yusiy不在家，去阿姨Sonun家聊天。","https://web.klokah.tw/ninew/sound/16/03/08-B-4.mp3"
"ungat","沒有","https://web.klokah.tw/ninew/sound/16/03/08-C-4-1.mp3"
"ngasal","家","https://web.klokah.tw/ninew/sound/16/03/08-C-4-2.mp3"
"Yusiy","（人名）","https://web.klokah.tw/ninew/sound/16/03/08-C-4-3.mp3"
"wayal","前往","https://web.klokah.tw/ninew/sound/16/03/08-C-4-4.mp3"
"mcisal","聊天","https://web.klokah.tw/ninew/sound/16/03/08-C-4-5.mp3"
"ngasal","家","https://web.klokah.tw/ninew/sound/16/03/08-C-4-6.mp3"
"yata","（母執輩）","https://web.klokah.tw/ninew/sound/16/03/08-C-4-7.mp3"
"Sonun","（人名）","https://web.klokah.tw/ninew/sound/16/03/08-C-4-8.mp3"
"baqun su knwan mwah ngasal.","你知道她什麼時候回家嗎？","https://web.klokah.tw/ninew/sound/16/03/08-B-5.mp3"
"baqun","知道","https://web.klokah.tw/ninew/sound/16/03/08-C-5-1.mp3"
"su","你","https://web.klokah.tw/ninew/sound/16/03/08-C-5-2.mp3"
"knwan","何時","https://web.klokah.tw/ninew/sound/16/03/08-C-5-3.mp3"
"mwah","回來","https://web.klokah.tw/ninew/sound/16/03/08-C-5-4.mp3"
"ngasal","家","https://web.klokah.tw/ninew/sound/16/03/08-C-5-5.mp3"
"iyat kzinga mwah, naga cikay ha.","很快就回來，請等一下。","https://web.klokah.tw/ninew/sound/16/03/08-B-6.mp3"
"iyat","不","https://web.klokah.tw/ninew/sound/16/03/08-C-6-1.mp3"
"kzinga","久","https://web.klokah.tw/ninew/sound/16/03/08-C-6-2.mp3"
"mwah","回來","https://web.klokah.tw/ninew/sound/16/03/08-C-6-3.mp3"
"naga","等","https://web.klokah.tw/ninew/sound/16/03/08-C-6-4.mp3"
"cikay","一下","https://web.klokah.tw/ninew/sound/16/03/08-C-6-5.mp3"
"ha","[虛]","https://web.klokah.tw/ninew/sound/16/03/08-C-6-6.mp3"
"mhway su balay.","非常謝謝。","https://web.klokah.tw/ninew/sound/16/03/08-B-7.mp3"
"mhway","謝謝","https://web.klokah.tw/ninew/sound/16/03/08-C-7-1.mp3"
"su","你","https://web.klokah.tw/ninew/sound/16/03/08-C-7-2.mp3"
"balay","非常","https://web.klokah.tw/ninew/sound/16/03/08-C-7-3.mp3"
"mnwah su inu shera.","你昨天去哪裡？","https://web.klokah.tw/ninew/sound/16/03/09-B-1.mp3"
"mnwah","去過","https://web.klokah.tw/ninew/sound/16/03/09-C-1-1.mp3"
"su","你","https://web.klokah.tw/ninew/sound/16/03/09-C-1-2.mp3"
"inu","哪裡","https://web.klokah.tw/ninew/sound/16/03/09-C-1-3.mp3"
"shera","昨天","https://web.klokah.tw/ninew/sound/16/03/09-C-1-4.mp3"
"mnwah sami mita yutas maku rgyax.","我們去山上探望祖父。","https://web.klokah.tw/ninew/sound/16/03/09-B-2.mp3"
"mnwah","去過","https://web.klokah.tw/ninew/sound/16/03/09-C-2-1.mp3"
"sami","我們","https://web.klokah.tw/ninew/sound/16/03/09-C-2-2.mp3"
"mita","看","https://web.klokah.tw/ninew/sound/16/03/09-C-2-3.mp3"
"yutas","阿公","https://web.klokah.tw/ninew/sound/16/03/09-C-2-4.mp3"
"maku","我；我的","https://web.klokah.tw/ninew/sound/16/03/09-C-2-5.mp3"
"rgyax","山","https://web.klokah.tw/ninew/sound/16/03/09-C-2-6.mp3"
"nanu spqaniq simu ni yutas.","祖父請你們吃什麼？","https://web.klokah.tw/ninew/sound/16/03/09-B-3.mp3"
"nanu","什麼","https://web.klokah.tw/ninew/sound/16/03/09-C-3-1.mp3"
"spqaniq","使…吃","https://web.klokah.tw/ninew/sound/16/03/09-C-3-2.mp3"
"simu","你們","https://web.klokah.tw/ninew/sound/16/03/09-C-3-3.mp3"
"ni","[虛]","https://web.klokah.tw/ninew/sound/16/03/09-C-3-4.mp3"
"yutas","阿公","https://web.klokah.tw/ninew/sound/16/03/09-C-3-5.mp3"
"sphapuy sami nya ngahi ru stahuk sami nya ayang pori qwazyux.","祖父請我們吃地瓜和喝藤心湯。","https://web.klokah.tw/ninew/sound/16/03/09-B-4.mp3"
"sphapuy","煮","https://web.klokah.tw/ninew/sound/16/03/09-C-4-1.mp3"
"sami","我們","https://web.klokah.tw/ninew/sound/16/03/09-C-4-2.mp3"
"nya","[虛]","https://web.klokah.tw/ninew/sound/16/03/09-C-4-3.mp3"
"ngahi","地瓜","https://web.klokah.tw/ninew/sound/16/03/09-C-4-4.mp3"
"ru","和","https://web.klokah.tw/ninew/sound/16/03/09-C-4-5.mp3"
"stahuk","為…煮","https://web.klokah.tw/ninew/sound/16/03/09-C-4-6.mp3"
"sami","我們","https://web.klokah.tw/ninew/sound/16/03/09-C-4-7.mp3"
"nya","[虛]","https://web.klokah.tw/ninew/sound/16/03/09-C-4-8.mp3"
"ayang","湯","https://web.klokah.tw/ninew/sound/16/03/09-C-4-9.mp3"
"pori","心","https://web.klokah.tw/ninew/sound/16/03/09-C-4-10.mp3"
"qwazyux","藤","https://web.klokah.tw/ninew/sound/16/03/09-C-4-11.mp3"
"baq saku Zga.","我會畫圖。","https://web.klokah.tw/ninew/sound/16/03/10-B-1.mp3"
"baq","會","https://web.klokah.tw/ninew/sound/16/03/10-C-1-1.mp3"
"saku","我","https://web.klokah.tw/ninew/sound/16/03/10-C-1-2.mp3"
"Zga","畫圖","https://web.klokah.tw/ninew/sound/16/03/10-C-1-3.mp3"
"baqun maku Zga yaya maku.","我會畫我的媽媽。","https://web.klokah.tw/ninew/sound/16/03/10-B-2.mp3"
"baqun","會","https://web.klokah.tw/ninew/sound/16/03/10-C-2-1.mp3"
"maku","我","https://web.klokah.tw/ninew/sound/16/03/10-C-2-2.mp3"
"Zga","畫圖","https://web.klokah.tw/ninew/sound/16/03/10-C-2-3.mp3"
"yaya","媽媽","https://web.klokah.tw/ninew/sound/16/03/10-C-2-4.mp3"
"maku","我；我的","https://web.klokah.tw/ninew/sound/16/03/10-C-2-5.mp3"
"betunux balay roziq ni yaya maku.","媽媽的眼睛很漂亮。","https://web.klokah.tw/ninew/sound/16/03/10-B-3.mp3"
"betunux","漂亮","https://web.klokah.tw/ninew/sound/16/03/10-C-3-1.mp3"
"balay","非常","https://web.klokah.tw/ninew/sound/16/03/10-C-3-2.mp3"
"roziq","眼睛","https://web.klokah.tw/ninew/sound/16/03/10-C-3-3.mp3"
"ni","[虛]","https://web.klokah.tw/ninew/sound/16/03/10-C-3-4.mp3"
"yaya","媽媽","https://web.klokah.tw/ninew/sound/16/03/10-C-3-5.mp3"
"maku","我；我的","https://web.klokah.tw/ninew/sound/16/03/10-C-3-6.mp3"
"mqalux ru qruzyux snonux nya.","她的頭髮又黑又長。","https://web.klokah.tw/ninew/sound/16/03/10-B-4.mp3"
"mqalux","黑色的","https://web.klokah.tw/ninew/sound/16/03/10-C-4-1.mp3"
"ru","又","https://web.klokah.tw/ninew/sound/16/03/10-C-4-2.mp3"
"qruzyux","長","https://web.klokah.tw/ninew/sound/16/03/10-C-4-3.mp3"
"snonux","頭髮","https://web.klokah.tw/ninew/sound/16/03/10-C-4-4.mp3"
"nya","她","https://web.klokah.tw/ninew/sound/16/03/10-C-4-5.mp3"
"mzyup qu wagi lga sman la.","太陽下山了，天黑了。","https://web.klokah.tw/ninew/sound/16/04/01-B-1.mp3"
"mzyup","進入","https://web.klokah.tw/ninew/sound/16/04/01-C-1-1.mp3"
"qu","[虛]","https://web.klokah.tw/ninew/sound/16/04/01-C-1-2.mp3"
"wagi","太陽","https://web.klokah.tw/ninew/sound/16/04/01-C-1-3.mp3"
"lga","[虛]","https://web.klokah.tw/ninew/sound/16/04/01-C-1-4.mp3"
"sman","天黑","https://web.klokah.tw/ninew/sound/16/04/01-C-1-5.mp3"
"la","[虛]","https://web.klokah.tw/ninew/sound/16/04/01-C-1-6.mp3"
"sman lga mqwas qpatung la.","天黑了，青蛙叫了。","https://web.klokah.tw/ninew/sound/16/04/01-B-2.mp3"
"sman","天黑","https://web.klokah.tw/ninew/sound/16/04/01-C-2-1.mp3"
"lga","[虛]","https://web.klokah.tw/ninew/sound/16/04/01-C-2-2.mp3"
"mqwas","唱歌","https://web.klokah.tw/ninew/sound/16/04/01-C-2-3.mp3"
"qpatung","青蛙","https://web.klokah.tw/ninew/sound/16/04/01-C-2-4.mp3"
"la","[虛]","https://web.klokah.tw/ninew/sound/16/04/01-C-2-5.mp3"
"mqwas qpatung lga mhtuw byacing la.","青蛙叫了，月亮出現了。","https://web.klokah.tw/ninew/sound/16/04/01-B-3.mp3"
"mqwas","唱歌","https://web.klokah.tw/ninew/sound/16/04/01-C-3-1.mp3"
"qpatung","青蛙","https://web.klokah.tw/ninew/sound/16/04/01-C-3-2.mp3"
"lga","[虛]","https://web.klokah.tw/ninew/sound/16/04/01-C-3-3.mp3"
"mhtuw","出來","https://web.klokah.tw/ninew/sound/16/04/01-C-3-4.mp3"
"byacing","月亮","https://web.klokah.tw/ninew/sound/16/04/01-C-3-5.mp3"
"la","[虛]","https://web.klokah.tw/ninew/sound/16/04/01-C-3-6.mp3"
"mhtuw byacing lga mtuliq pupuk uzi la.","月亮出來了，貓頭鷹醒來了。","https://web.klokah.tw/ninew/sound/16/04/01-B-4.mp3"
"mhtuw","出來","https://web.klokah.tw/ninew/sound/16/04/01-C-4-1.mp3"
"byacing","月亮","https://web.klokah.tw/ninew/sound/16/04/01-C-4-2.mp3"
"lga","[虛]","https://web.klokah.tw/ninew/sound/16/04/01-C-4-3.mp3"
"mtuliq","起來","https://web.klokah.tw/ninew/sound/16/04/01-C-4-4.mp3"
"pupuk","貓頭鷹","https://web.klokah.tw/ninew/sound/16/04/01-C-4-5.mp3"
"uzi","也","https://web.klokah.tw/ninew/sound/16/04/01-C-4-6.mp3"
"la","[虛]","https://web.klokah.tw/ninew/sound/16/04/01-C-4-7.mp3"
"cyux mhtuw wagi la.","有出太陽嗎？","https://web.klokah.tw/ninew/sound/16/04/02-B-1.mp3"
"cyux","有；在","https://web.klokah.tw/ninew/sound/16/04/02-C-1-1.mp3"
"mhtuw","出來","https://web.klokah.tw/ninew/sound/16/04/02-C-1-2.mp3"
"wagi","太陽","https://web.klokah.tw/ninew/sound/16/04/02-C-1-3.mp3"
"la","[虛]","https://web.klokah.tw/ninew/sound/16/04/02-C-1-4.mp3"
"aw, mkilux balay kayal soni.","是的，今天天氣很熱。","https://web.klokah.tw/ninew/sound/16/04/02-B-2.mp3"
"aw","是的","https://web.klokah.tw/ninew/sound/16/04/02-C-2-1.mp3"
"mkilux","熱的","https://web.klokah.tw/ninew/sound/16/04/02-C-2-2.mp3"
"balay","很","https://web.klokah.tw/ninew/sound/16/04/02-C-2-3.mp3"
"kayal","天","https://web.klokah.tw/ninew/sound/16/04/02-C-2-4.mp3"
"soni","現在；今天","https://web.klokah.tw/ninew/sound/16/04/02-C-2-5.mp3"
"wal qmayah yaya ga, wal mqbubu ga.","媽媽外出農園的時候，有戴帽子嗎？","https://web.klokah.tw/ninew/sound/16/04/02-B-3.mp3"
"wal","[虛]","https://web.klokah.tw/ninew/sound/16/04/02-C-3-1.mp3"
"qmayah","農園","https://web.klokah.tw/ninew/sound/16/04/02-C-3-2.mp3"
"yaya","媽媽","https://web.klokah.tw/ninew/sound/16/04/02-C-3-3.mp3"
"ga","[虛]","https://web.klokah.tw/ninew/sound/16/04/02-C-3-4.mp3"
"wal","[虛]","https://web.klokah.tw/ninew/sound/16/04/02-C-3-5.mp3"
"mqbubu","戴帽子","https://web.klokah.tw/ninew/sound/16/04/02-C-3-6.mp3"
"ga","[虛]","https://web.klokah.tw/ninew/sound/16/04/02-C-3-7.mp3"
"ini aras, nyux nya zngyan qbubu nya la.","沒有戴，她忘了戴帽子。","https://web.klokah.tw/ninew/sound/16/04/02-B-4.mp3"
"ini","沒有","https://web.klokah.tw/ninew/sound/16/04/02-C-4-1.mp3"
"aras","戴","https://web.klokah.tw/ninew/sound/16/04/02-C-4-2.mp3"
"nyux","[虛]","https://web.klokah.tw/ninew/sound/16/04/02-C-4-3.mp3"
"nya","她","https://web.klokah.tw/ninew/sound/16/04/02-C-4-4.mp3"
"zngyan","忘記","https://web.klokah.tw/ninew/sound/16/04/02-C-4-5.mp3"
"qbubu","帽子","https://web.klokah.tw/ninew/sound/16/04/02-C-4-6.mp3"
"nya","她","https://web.klokah.tw/ninew/sound/16/04/02-C-4-7.mp3"
"la","[虛]","https://web.klokah.tw/ninew/sound/16/04/02-C-4-8.mp3"
"ha la saku hmyapas lmosay babaw knryax ku.","下午我可以出去玩嗎？","https://web.klokah.tw/ninew/sound/16/04/03-B-1.mp3"
"ha","[虛]","https://web.klokah.tw/ninew/sound/16/04/03-C-1-1.mp3"
"la","[虛]","https://web.klokah.tw/ninew/sound/16/04/03-C-1-2.mp3"
"saku","我","https://web.klokah.tw/ninew/sound/16/04/03-C-1-3.mp3"
"hmyapas lmosay","玩耍","https://web.klokah.tw/ninew/sound/16/04/03-C-1-4.mp3"
"babaw knryax","下午","https://web.klokah.tw/ninew/sound/16/04/03-C-1-5.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/16/04/03-C-1-6.mp3"
"laxi wah, krahu qwalax tanux.","不行，外面下著大雨。","https://web.klokah.tw/ninew/sound/16/04/03-B-2.mp3"
"laxi","不可","https://web.klokah.tw/ninew/sound/16/04/03-C-2-1.mp3"
"wah","[虛]","https://web.klokah.tw/ninew/sound/16/04/03-C-2-2.mp3"
"krahu","大的","https://web.klokah.tw/ninew/sound/16/04/03-C-2-3.mp3"
"qwalax","雨","https://web.klokah.tw/ninew/sound/16/04/03-C-2-4.mp3"
"tanux","外面","https://web.klokah.tw/ninew/sound/16/04/03-C-2-5.mp3"
"mha ni mswat qwalax lga, ana saku musa lrwa.","如果雨停了，我可以出去嗎？","https://web.klokah.tw/ninew/sound/16/04/03-B-3.mp3"
"mha","如果","https://web.klokah.tw/ninew/sound/16/04/03-C-3-1.mp3"
