"dialect_id","lesson_no","word_order","word_ab","word_ch"
"6","26","5","bhuniq","弓"
"6","26","6","pkrpus","形容噴向四方之一"
"6","27","1","zmihung na kay’","深奧的話"
"6","27","2","krhun balay mita’","非常重視"
"6","27","3","ana balay","就連……；起碼"
"6","27","4","kinraral","過去式/過去的事"
"6","27","5","ini’ kznga’","馬上/立刻"
"6","27","6","mskawngat","消失"
"6","27","7","spnqzyu’","用來轉述"
"6","27","8","ini’ psbah","不變"
"6","27","9","hazi’","或許"
"6","27","10","rima’ baqun","預先知道；預知"
"6","27","11","psqunun","弄在一起；結合"
"6","27","12","p’buzyun","銜接起來、串接起來"
"6","27","13","mg’ini’ pskyut","形成不斷的"
"6","27","14","srhgun","牢牢的"
"6","27","15","skahul","透過、藉著"
"6","27","16","pinshzyan","所遷徙的情形"
"6","27","17","smrrhuw sa psblayqan","穩固情感"
"6","28","1","zyugi’","舞蹈"
"6","28","2","mnhhway","形容慢慢地；輕輕的"
"6","28","3","tay glaing","前方"
"6","28","4","rmuruw","推動"
"6","28","5","phkngyan","路程"
"6","28","6","mstawput","跳躍"
"6","28","7","llayqun","舉起"
"6","28","8","knrrngu’","出力"
"6","28","9","iyugun","交換"
"6","28","10","mtlingay","圍圈圈"
"6","28","11","tay suruw","後方"
"6","29","1","patas rqyas","臉上的紋路"
"6","29","2","thuyay smru’","能撐"
"6","29","3","kmxyalan","疼痛的感覺"
"6","29","4","kinkrhwan mita’","重視的程度"
"6","29","5","strahu’","誇獎、讚美、稱讚"
"6","29","6","syan inlungan","關注、重要、關心、在意"
"6","29","7","kinbaytunux","美麗的程度"
"6","29","8","mcqzyaqih inrkyasan","殘疾/殘障"
"6","29","9","msayux","害羞；客氣、謙卑、謙虛"
"6","29","10","pbhzyagun","所搶著追的"
"6","29","11","qsahuy inlungan","內心深處"
"6","29","12","psbzinah mita’","回頭看、回想、反省"
"6","29","13","mg’ Iysu’","成為藝術"
"6","29","14","pinkaykita’","所展現的、所展示的"
"6","29","15","skkrawn","往上挪移、慢慢增長"
"6","29","16","kinbbaqan kbalay","製作的技巧"
"6","29","17","ana","雖然；連；就算"
"6","30","1","sslalu’","命名方式"
"6","30","2","smlalu’","取名、命名"
"6","30","3","hhakas","不想跟人分享的理由"
"6","30","4","Lk ","已故"
"7","1","1","pinungan","傳說"
"7","1","2","tinringan","起源"
"7","1","3","mgayang","分散"
"7","1","4","tlingay","環繞"
"7","1","5","syun inlungan","重視"
"7","1","6","patas","紋面"
"7","1","7","lubuw","口簧"
"7","1","8","sinllwan","被命名"
"7","1","9","msyaw","超過"
"7","1","10","ulung","幸好"
"7","1","11","pkhway","分享"
"7","2","1","lpgiy","算"
"7","2","2","Kahat","閩南人"
"7","2","3","Ngayngay","客家人"
"7","2","4","Thelu","大陸人"
"7","2","5","ita","我們"
"7","2","6","sesyaw","沿岸"
"7","2","7","binah na zok","別族"
"7","2","8","kya","那兒"
"7","3","1","luhing na bya’an kay","次方言"
"7","3","2","hngayang","音調"
"7","3","3"," tbakuy","傘"
"7","3","4","’siy nyani","像這樣"
"7","3","5","Tgbin","桃山"
"7","3","6","rmas","好"
"7","3","7","cyakin","那麼"
"7","3","8","knita","觀察"
"7","3","9","’yat pthuyay","無法"
"7","3","10","smsyuk","反抗"
"7","4","1","pyang bhci","最廣"
"7","4","2","Hori","埔里"
"7","4","3","aw","原來"
"7","4","4","kinwawi","海拔"
"7","4","5","luhing","支系"
"7","4","6","Ulay Taypak","台北烏來"
"7","4","7","zzik na inlungan","深深期許"
"7","5","1","kinruyux","長度"
"7","5","2","mnoyas","湍急"
"7","5","3","sluy","稱之"
"7","5","4","b’nux","平坦"
"7","5","5","kinhhway mkaraw","緩坡"
"7","5","6","mbkuw","排列"
"7","5","7","halan kbaga tminun","編織文化園區"
"7","5","8","pinslyan na Tmabun","德瑪汶協會"
"7","5","9","ttekuy na tminun","小小編織工作室"
"7","5","10","inragan","曾協助"
"7","5","11","pbbay","互相分享"
"7","6","1","mbetux","清苦"
"7","6","2","luwan","收入"
"7","6","3","wiwan","等於"
"7","6","4","hmbku","生出"
"7","6","5","kspila","賺錢"
"7","6","6","aring sknuwan","從何時"
"7","6","7","mhhyaw","競相"
"7","6","8","hbangan","錢"
"7","6","9"," mbazi","買"
"7","6","10","ye’su mxayan","重病"
"7","6","11","blay bi’an","好價錢"
"7","6","12","t’inuw","香菇"
"7","7","1","tgluw","群起"
"7","7","2","’kiyan","住所"
"7","7","3","msu’un ","組合"
"7","7","4","pklahang gaga","政治"
"7","7","5","pyux kinba’an","多種才能"
"7","7","6","linhuyan pinkyalan","議會"
"7","7","7","pslahuy","集合"
"7","7","8","tgluw Pslkawtas","共祭"
"7","7","9","tgluw Psani","共負罪責"
"7","7","10","ays","界線"
"7","8","1","sabak hi","軀體"
"7","8","2","limu","靈魂"
"7","8","3","ktayux","觀看"
"7","8","4","pinhkngyan","行為"
"7","8","5","may sa awyat","賜福"
"7","8","6","s&rsquo;bya","降下"
"7","8","7","kinsa’ang","責備"
"7","8","8","pp’umah","農事"
"7","8","9","msina huway","祈福"
"7","8","10","nisan plapaw","晨曦"
"7","9","1","hminas","經過"
"7","9","2","bung","屬"
"7","9","3","pcingan","終點"
"7","9","4","Mapihaw","永安"
"7","9","5","Maytayax","大安"
"7","9","6","kthuy","粗大"
"7","9","7","hla’i","雪"
"7","9","8","gnogan","遊戲區、觀光點"
"7","9","9","hongu slali ","古吊橋"
"7","9","10","Maypuwan","象鼻"
"7","10","1","bliy","不是"
"7","10","2","muri ga","反而是"
"7","10","3","lpgan","課"
"7","10","4","ming puting","用刀"
"7","10","5","rmahaw","磨刀"
"7","10","6","ini henga","不利（鈍）"
"7","10","7","posa tlnga","放陷阱"
"7","10","8","kmyaya","探查"
"7","10","9","slayan","打榖箱"
"7","10","10","mngzin","歪斜"
"7","10","11","kat abay","咬下巴"
"7","11","1","atuni ","如果"
"7","11","2","p’usan","問"
"7","11","3","smyuk","回答"
"7","11","4","syam nnahi","山豬肉"
"7","11","5","sumun","糯米飯"
"7","11","6","kpyexun","使...多"
"7","11","7","hra myux","剩飯"
"7","11","8","kinsyusan trakis","炒過的小米"
"7","11","9","hmlama","蒸"
"7","12","1","kmkgi","刮麻"
"7","12","2","mnuka","捲麻線"
"7","12","3","sikin","必須"
"7","12","4","ba inlungan","懂事"
"7","12","5","muhiy kgi","種苧麻"
"7","12","6","thkun","煮"
"7","12","7","bebiru","彩色"
"7","12","8","pngasan","搶著"
"7","12","9","snuyuw","菱形紋"
"7","12","10"," tinhawak","裙子"
"7","12","11","toyah","肚兜"
"7","12","12"," twangan","加添"
"7","12","13","pslyan","盛宴"
"7","12","14","sragi","腳套"
"7","13","1","t’yun","裝"
"7","13","2","nyaway","窗"
"7","13","3","rinmu’iy","屋頂"
"7","13","4","phpuyan","廚房"
"7","13","5","ppeman","浴室"
"7","13","6","pstyan","廁所"
"7","13","7","krusi","嫌棄"
"7","13","8","khu","倉庫"
"7","14","1","iniri","簡單"
"7","14","2","mrrhuw","成熟"
"7","14","3"," tma","削平"
"7","14","4","mrkyas tmalung","少男"
"7","14","5","kyunan","上山打獵"
"7","14","6","’bun","寬口籐籃"
"7","14","7","ss’xu","杵"
"7","14","8","sma’an ","餵"
"7","14","9","kmahat","犁田"
"7","15","1","mppa’ut","問答"
"7","15","2","hkuy na hngyang","曲調"
"7","15","3","smgsu","鼓勵"
"7","15","4","’si kinhhway","平平的"
"7","15","5","smuran","古老"
"7","15","6","hma’uy","簧片"
"7","15","7","stlubuw","為...…而吹"
"7","15","8","stngsa","獻"
"7","15","9","snogan","愛意"
"7","15","10","mwani","但願"
"7","16","1","tbing","牽著"
"7","16","2","ms’utux ","成為一"
"7","16","3","pggalu","彼此相愛"
"7","16","4"," insuna tninun","生命"
"7","16","5","tmubun","祭祀"
"7","16","6","kikung","結婚"
"7","16","7","utux nni’an","家族"
"7","16","8","mnahu puni ","生火"
"7","17","1"," ini gnogiy","不可兒戲"
"7","17","2","hnasun","經過"
"7","17","3","pinspngun","考驗"
"7","17","4","mggiba","性"
"7","17","5","tm’lih","挑逗"
"7","17","6","bwakun","殺（豬）"
"7","17","7","kmkwik","侵犯"
"7","17","8","sbilun","留在"
"7","17","9","mpanga","扛"
"7","17","10","mawtux tmalung","英雄"
"7","18","1","lmuhing","延續"
"7","18","2","swalan ","通過 "
"7","18","3","rmuyux","血統"
"7","18","4","linhuyan kyokay","宗教"
"7","18","5","llingay ’kiyan rhyan","地域"
"7","18","6","gaga Tayan","習俗"
"7","18","7","pu’ing","基礎"
"7","18","8","kbalay","建立"
"7","18","9","pslahuy tayan linhuyan","社會組織"
"7","18","10","pslahuy tayan ps’rxun horit","社會制度"
"7","18","11"," phaw","贖罪"
"7","18","12","utux gaga","農事禮儀團"
"7","18","13"," kmluh","收穫"
"7","18","14","utux tlyapan"," 共同狩獵團"
"7","18","15","utux ni’an","贖罪共食團"
"7","18","16","gaga ni’an","共食的規範"
"7","19","1","mnbuw ","喝"
"7","19","2","ini bba’iy ","不容易"
"7","19","3","’mbuw uwaw ","釀酒"
"7","19","4"," ’ngyat","辛勤"
"7","19","5","tmabun"," 耕作"
"7","19","6","gahap","種子"
"7","19","7","slyatan ","除草"
"7","19","8"," spkani","被吃掉"
"7","19","9","’mhut ","防止"
"7","19","10","hmiri","破壞"
"7","19","11","s’la","田地"
"7","19","12","mgegu’i","荒廢"
"7","19","13","tna ","足夠"
"7","19","14","knluh","收成"
"7","19","15","m’ilang","懶惰"
"7","19","16","pin’asan ","喜悅"
"7","20","1","lapaw","瞭望台"
"7","20","2","ms’rux","豎立"
"7","20","3","wwawi","高聳地"
"7","20","4","mlahang","維護"
"7","20","5","ini ga","或著"
"7","20","6","tanux","外面"
"7","20","7","gisu","茅草"
"7","20","8","’mukan","蓋"
"7","20","9","plahan puni","火爐"
"7","20","10","&rsquo;misan","冬天"
"7","20","11","malah","烤火"
"7","21","1"," krarya ","上游"
"7","21","2","Lyung Penux ","大安溪"
"7","21","3","tinlangan Maypwan ","象鼻村"
"7","21","4","tinlangan Maylubung","梅園村"
"7","21","5","hugan ","下游"
"7","21","6","tinlangan Sire","士林村"
"7","21","7","hawngu takan","獨木橋"
"7","21","8","hawrun","沖掉"
"7","21","9","mshuwah sya","土石流"
"7","21","10","mawyaw ","涉水"
"7","21","11","mtlsing mrrhu","結實"
"7","21","12","yami ","石壁魚"
"7","21","13","thyuti","滑倒"
"7","22","1","gaga rngu kpzing","精神文化"
"7","22","2","hinkngyan slali sinhiyan ","傳統信仰"
"7","22","3","hinkngyan kinyanux slali binkis ","故事"
"7","22","4","pin’yuwan ","描述"
"7","22","5","kinta’yux glabang babaw kayan","宇宙觀"
"7","22","6","insuna tninun","生命"
"7","22","7","prngyan","跨越"
"7","22","8"," kinyanux babaw rhyan soni","今世"
"7","22","9","mshri kinyanux babaw rhyan","來生"
"7","22","10","plmuwan","農地"
"7","22","11","tkwalan ","獵場"
"7","22","12","’kiyan lhlahuy kinyanux slali","傳統生活領域"
"7","22","13","ps’ru mlahang","捍衛"
"7","22","14","rmanga","餵養"
"7","22","15","pspung "," 審判"
"7","22","16"," lyutux binkisan"," 祖靈"
"7","23","1","t’aring tmubux","開始播種"
"7","23","2"," trakis ","小米"
"7","23","3","tyay","玉米"
"7","23","4","r’iri","農作物"
"7","23","5","gaga smyatu","播種禮儀"
"7","23","6","buwan","戶"
"7","23","7","s’angun ","讉責"
"7","23","8","pcbilan","懲罰"
"7","23","9","gaga tmabun ","耕作的規範"
"7","23","10","nanu asa ru","所以"
"7","23","11","mwayaw ","選擇"
"7","23","12","slwan ","清晨"
"7","23","13","’buwan ryax ","選日子"
"7","23","14","mmaras","主持"
"7","24","1","mnama ","預備"
"7","24","2","shu’iy"," 缺少的"
"7","24","3","ttxan"," 觀察"
"7","24","4","sp’asan","慶祝"
"7","24","5","sisili","占卜鳥"
"7","24","6","tl’ung rhyan ","席地而坐"
"7","24","7","shlagun "," 鼓勵"
"7","24","8","mawtux","勇敢"
"7","24","9","abaw gaci","姑婆芋"
"7","24","10","skuyun","包著"
"7","24","11"," hmimu"," 舔著"
"7","24","12","smuyan ","醃製"
"7","24","13","sinbwaxan","醃肉"
"7","24","14","lmuhuw uwas ","吟唱"
"7","24","15","msina","祈求"
"7","25","1","knxan babaw rhyan","一生"
"7","25","2","rr’an","控制"
"7","25","3","ome","命運"
"7","25","4","blay pint’yagun ","做好事"
"7","25","5","ya’ih pint’yagun","做壞事"
"7","25","6","ptlux myanux","壽命"
"7","25","7","smkgsuw ","影響"
"7","25","8","smyeyuywaw ","麻煩"
"7","25","9"," sm’buk","連累"
"7","25","10","blay n’abi ","善終"
"7","25","11","sphu’in knutan","凶死"
"7","25","12"," mbetux inlungan ","痛苦"
"7","25","13","trwak","夭折"
"7","25","14"," atuxan","靈界"
"7","26","1","pin’yuwan yuwaw","  傳說"
"7","26","2","snun","回味"
"7","26","3","smbu","射"
"7","26","4","witux","太陽"
"7","26","5","mkilux","熱"
"7","26","6","ptkyay","乾燥"
"7","26","7","m&rsquo;apung","乾涸"
"7","26","8","r&rsquo;iri","農作物"
"7","26","9","pkkayan","商議"
"7","26","10","pbnahun","回程"
"7","26","11","mhu’in","死"
"7","27","1","gaga","文化"
"7","27","2","limu atuxan","靈魂"
"7","27","3","ye’igiy","因為"
"7","27","4"," ini ga","或 "
"7","27","5","kmayan","說"
"7","27","6","psyunaw ","傳承"
"7","27","7","rekisi ","歷史"
"7","27","8","gaga pin’wagi lyutux binkis","歲時祭儀 "
"7","27","9"," smhelaw","勉勵"
"7","27","10","glgan","遵循"
"7","27","11"," pinsba’an nbkis","古訓"
"7","27","12","uwas binkis","歌謠"
"7","27","13","lmamu","撿取"
"7","28","1","mgaga","馘首"
"7","28","2","mttiri ","戰鬥"
"7","28","3","mslahuy","集會"
"7","28","4","ptlubuw ye’aya","樂器"
"7","28","5","kruma","有時"
"7","28","6","ziyuw","自由"
"7","28","7"," lhani ","習慣"
"7","28","8","gaga pin&rsquo;wagi","祭典"
"7","28","9","mtberaw","圍繞"
"7","28","10","thwayun","慢慢地"
"7","28","11","hmkuy","彎曲"
"7","28","12","ptmurum","圓圈"
"7","29","1","pintringan","標記"
"7","29","2","pilung","腳蹤；印記"
"7","29","3","pinhtgan","展現"
"7","29","4","pinsba’an","教誨"
"7","29","5","thkan","達成"
"7","29","6","sgaga","道德"
"7","29","7","mtyaw sali","做家事"
"7","29","8","myanux nanak","獨立生活"
"7","29","9","ptyaw plmuwan","農事"
"7","29","10","hmyaw ","追求"
"7","30","1","mtgluw lalu","連名制"
"7","30","2","psya’an","可笑"
"7","30","3","n_gyusun","延襲"
"7","30","4","mmawtux mrhuw s’uli tayan ","偉人"
"7","30","5","mtlawkah rngu mtyaw s’uli","英雄"
"7","30","6","lalu ’sinuw","動物名"
"7","30","7","lalu ye’aya","器具名"
"7","30","8","mtna tinlangan","同村"
"7","30","9","ttxan r’iyas","外貌"
"7","30","10","pgnawgun","戲謔性"
"8","1","1","pinatiqan","記載"
"8","1","2","pinsibaq","教過"
"8","1","3","tumimu’","蓋房子"
"8","1","4","baqibaqi","非常清楚"
"8","1","5","miniyani","世居"
"8","2","1","kinabahan","後代"
"8","2","2","humaynas","超過"
"8","2","3","matkaqutux","成為一個"
"8","3","1","masasawbih","靠近"
"8","3","2","kakalan","語言、言語"
"8","3","3","mananananaq","特殊"
"8","3","4","makarux","勤奮"
"8","3","5","pakapawng","將要消失"
"8","3","6","kumgalgalaying","首要表現"
"8","4","1","maghaghap","分佈"
"8","4","2","tigianan","處……的右邊"
"8","4","3","tigiil","處……的左邊"
"8","4","4","minang","開墾"
"8","4","5","ighil","狹隘"
"8","4","6","papagyaiyun","驅離"
"8","5","1","patlalingayan","圍繞"
"8","5","2","kinqiyanux","生命、生活"
"8","5","3"," iglag","寬闊"
"8","5","4","sumqaquwalax","雨季"
"8","5","5","papaqasun","感到高興"
"8","5","6","pasyasing","拍照"
"8","6","1","qays","界線"
"8","6","2","qumlih","堰魚"
"8","6","3","tuba’an","荼毒"
"8","6","4","tatuba’","毒藥"
"8","6","5","tataku’","魚網"
"8","6","6","pa’ na’ kawbu’ ","架網"
"8","6","7","masqaqali’","魚死後漂浮在水面的樣子"
"8","6","8","siagal","拿"
"8","6","9","haga’an","築起來"
"8","6","10","kumari’","灑網"
"8","7","1","paslahungun","焚墾"
"8","7","2","pahangiqun ","農休"
"8","7","3","pininangun","開墾過、砍伐"
"8","7","4","lawaun","稍待、等到"
"8","7","5","malngu’","枯乾"
"8","7","6","gisiyagan","做防火線"
"8","7","7","gumilbak","未燒盡的樹根或枝條堆置在田地周圍"
"8","7","8","sihaga’","堆成像牆一樣的小土堆"
"8","7","9"," matagaxiryu","施肥"
"8","7","10","lumacu’","除草"
"8","8","1","muwag","篩選；選舉"
"8","8","2","tawki’","貴賓；長官；頭目"
"8","8","3","maka’iwang","欺騙"
"8","8","4","qumuriq","偷盜"
"8","8","5","masa’ang","謾罵"
"8","8","6","humuwah","摧毀、破壞"
"8","8","7","anabah","立刻"
"8","9","1","pinumuwa’ ","物產"
"8","9","2"," linamuan","水果、農產品"
"8","9","3","papabaynay","消費者"
"8","9","4","papakitalan","呈現；推廣"
"8","9","5","nahuqun","錯失"
"8","9","6","hahilaw","飾品；服飾"
"8","10","1","syagsyag","邊邊"
"8","10","2","linuwaw","發現"
"8","10","3","manamay","滾燙"
"8","10","4","tagabagan","朝北"
"8","10","5","masikura’","面朝"
"8","10","6","kinsawkan","味道"
"8","11","1","manubwag","喝"
"8","11","2","kinalhan","收割物"
"8","11","3","kurungu’un","邀請"
"8","11","4","sumi’wa’","喜歡"
"8","11","5","maskakaru","閒聊"
"8","12","1","tuminuk","編織"
"8","12","2","kumakgi’","剝苧麻"
"8","12","3","bahqan","清洗"
"8","12","4","knukaun","捻線"
"8","12","5","qumalasay","捻（線）"
"8","12","6","kamti’","薯榔"
"8","12","7"," tararahwalun","社會地位"
"8","13","1","sipaglug","沿"
"8","13","2","syag na’ gawng","溪畔"
"8","13","3","mapapugagay","分岔；散居分佈"
"8","13","4","taqaqili’","摧毀、襲擊"
"8","13","5","tagilulyung","面河"
"8","13","6","msisug","背"
"8","13","7","cumru’","支撐；屏障"
"8","13","8","hahakayan","路程"
"8","14","1","palhulhul","穩重"
"8","14","2","pasiwahi","做陷阱"
"8","14","3","turiq","獵捕"
"8","14","4","sumiwal","允諾"
"8","14","5","kiyumun","追求"
"8","15","1","umyup","吹"
"8","15","2","tilubu’ ","彈口簧琴"
"8","15","3","hma’ na’ lubu’","口簧琴的中間部份"
"8","15","4","gkugan","挖洞"
"8","15","5","paskalgan","拉"
"8","15","6","pasihuban","吸"
"8","15","7","sumbalaiq","向……示好"
"8","16","1","tumubun","祭祀"
"8","16","2","matasasuway","兄弟姊妹"
"8","16","3","tuwangan","附加"
"8","16","4","qumisuwan na’ kanayril","姊姊"
"8","16","5","suway na’ kanayril","妹妹"
"8","16","6","qumisuwan na’ maliku","哥哥"
"8","16","7","suway na’ maliku","弟弟"
"8","16","8","matagik","入內"
"8","17","1","masiglug","婚姻（以結婚為前提的交往階段）"
"8","17","2","haynasun","通過"
"8","17","3","paysan","性的話題"
"8","17","4","tumimuk","挑逗"
"8","17","5","humibag ","殺（豬）"
"8","17","6","mnahuk","道歉"
"8","17","7","mapanga’ ","扛 "
"8","17","8","masasi’ahag","夫妻（結婚）"
"8","18","1","gaga","風俗規範"
"8","18","2","galgalgan","依循（法律、規準）"
"8","18","3","ma’ubu’ ","複雜"
"8","18","4","sumnawaw","信仰"
"8","18","5","na’uququun","違背"
"8","18","6","kinhabgan","出生"
"8","19","1","gi’nux na’ ququlun","門牙"
"8","19","2","qwian","綁"
"8","19","3","mahuk","鬆動的牙齒、缺齒"
"8","19","4","umuhak","拔（牙）"
"8","19","5","gumbul","埋葬"
"8","19","6","patapanga","重疊"
"8","19","7","matubah","突發"
"8","20","1","tatangaan","瞭望台"
"8","20","2","masikuwing","侵犯"
"8","20","3"," tarakagan","維護"
"8","20","4","samagan","舖"
"8","20","5","maqahquwaw","往下"
"8","20","6","qumubuwang","埋伏（衛兵）"
"8","20","7","rilu’","露水"
"8","21","1","mkababaw na’ rawq ","世界（遠古時代）"
"8","21","2"," pinababutuan","紛紛"
"8","21","3","pirarawiqan ","看著（瞪大眼睛）"
"8","21","4","qaqahing","翅膀"
"8","21","5"," yaik ka uqu’ ","深淵"
"8","21","6","kumamil","抓"
"8","21","7","pinasiya’ ","嘲笑"
"8","21","8","mingaq"," 喊叫"
"8","21","9","maksirusa’"," 變成兩個人"
"8","22","1","mugumalaq ka lawlawkah"," 勇士"
"8","22","2","maup ","湧入"
"8","22","3","qaricuwal","敵人"
"8","22","4","sumihung","哀叫聲此起彼落"
"8","22","5","manaqutuxqutux ","各個"
"8","22","6","magalakam","出草"
"8","22","7","nauquun ","錯誤"
"8","23","1","sisiliq ","神靈鳥"
"8","23","2","tumaptap","揮動"
"8","23","3","ququququng ","各個角落"
"8","23","4","gumawah ","張開"
"8","23","5","matutuliq ","起身"
"8","23","6","mastataku’ ","跌落"
"8","24","1","Utux cu’ mahway","神恩"
"8","24","2","qutuxqutux","每一個"
"8","24","3","manamanama","預先"
"8","24","4","paciyusan ","祭祀之日"
"8","24","5","mlag","共享"
"8","24","6","tatumalnga’","製作陷阱"
"8","25","1","mahananu ","偶爾"
"8","25","2","makapahpah ","開花"
"8","25","3","tumubux ","播（種）"
"8","25","4","lahian","鋤草"
"8","25","5","kalhul","收割"
"8","25","6","pugian ","曬"
"8","26","1","kinbaqan","智慧"
"8","26","2","pisaniq","禁忌"
"8","26","3","pasihriq","爭吵"
"8","26","4","bi’ing","觸碰"
"8","26","5","tatinun","織布工具"
"8","26","6","kabawax","借"
"8","26","7","pinaylag","火把、燈具"
"8","26","8","pahbuw","長出新芽（結實纍纍）"
"8","27","1","sinubilan ","遺留；傳說"
"8","27","2","suminguhug","打呼"
"8","27","3","mabitay","搖晃"
"8","27","4","masapiq ","懶惰"
"8","27","5","umingat","奪取"
"8","27","6","kinrahman","辛苦付出"
"8","27","7","mnaxaliq"," 使勁出力（揮拳）"
"8","27","8","calngun","隱忍"
"8","28","1","marangi ","假裝；跟……一樣"
"8","28","2","sumramaay","準備"
"8","28","3","tumahing","引誘"
"8","28","4","mi’ngaha’","張開（口）"
"8","28","5","ta’quun","滾（石頭）"
"8","28","6","muqa","靜止不動的躺著"
"8","29","1","sikaqil na’ kisliq","掛念"
"8","29","2","ma’a’ingat","競爭"
"8","29","3","ayma’","五個人"
"8","29","4","winagan","揀選"
"8","29","5","cumiax","明亮"
"8","29","6","lawngan ","遮蔽"
"8","29","7","mubaga’","客氣"
"8","29","8","gumikug","鑽洞"
"8","29","9","manbayra’","耍寶"
"8","29","10","maghahuwa’","吹牛"
"8","29","11","haraqun","拔（刀）"
"8","30","1","qaqaluwap","獵人"
"8","30","2","sumilma’ ","準備"
"8","30","3","tiniriq","獵物"
"8","30","4","siputurahug","崇拜"
"8","30","5","sumqaqas","歌頌"
"8","30","6","humabuk","配戴"
"8","30","7","tinqayawan","舞步"
"9","1","1","hangitux","星星（本課指北極星）"
"9","1","2","kinnakisan","自古以來"
"9","1","3","matukari","遷徙"
"9","1","4","mastuhya&rsquo;","距離很遠"
"9","1","5","malubuw","口簧琴"
"9","1","6","manahu","燃燒"
"9","2","1","as","直接"
"9","2","2","atu’","階段"
"9","2","3","aṟinut","貧困"
"9","2","4","ginabil","賠償"
"9","2","5","gunlasuw","照顧"
"9","3","1","Boksi’","牧師"
"9","3","2","gagaṟux","傳統習俗"
"9","3","3","ingkelan","居住地"
"9","3","4","masputin","停滯"
"9","3","5"," aṟican","渲染"
"9","3","6"," murung","縮短"
"9","4","1"," palibu’","倚靠"
"9","4","2","use’","河流"
"9","4","3","maga’agal","嫁娶"
"9","4","4","lunpuw","讀書"
"9","4","5","masnawaṟaw","一群"
"9","5","1","malaluhing","延續"
"9","5","2","pumahun","工作"
"9","5","3","calak","水田"
"9","5","4","mastahar","剩下"
"9","5","5","hangali","肩膀"
"9","6","1","kinehul","挖"
"9","6","2","maṟumin","泥漿"
"9","6","3","hunbaku’","滲出"
"9","6","4","apulen","分配"
"9","6","5","tumapis","篩"
"9","7","1"," tomok","頭目"
"9","7","2"," linlungan ","心"
"9","7","3","mahyuw","柔軟溫柔"
"9","7","4","keykaku’","計劃"
"9","7","5","masise’","歡笑"
"9","8","1","masang","生氣,憤怒"
"9","8","2","amutux","祖靈"
"9","8","3"," kirakax","不好"
"9","8","4","unpahuk","靈媒"
"9","8","5","lamun","撿拾"
"9","9","1","pinmuhi’","農作物"
"9","9","2"," matisal","休憩"
"9","9","3","matanah","紅"
"9","9","4"," buhut","松鼠"
"9","9","5"," rungiy","猴子"
"9","9","6","humiri","破壞"
"9","9","7","tanraxal","地主"
"9","10","1","naniun","食物"
"9","10","2","sinbalean","製作"
"9","10","3","patuliun","發揚"
"9","10","4","mahnguw","假日"
"9","10","5","cumun","訂購"
"9","10","6","rumanga","養育"
"9","10","7","cacibing","甜"
"9","10","8","kumi","樣式"
"9","11","1","buṟating","月亮"
"9","11","2","pakalu’","遇到"
"9","11","3","galun","拿出來"
"9","11","4","binarun","賣"
"9","11","5","mahnukan","酒醉"
"9","11","6","tamurak","南瓜"
"9","12","1","unlasiy","理經"
"9","12","2","kaguṟuw","錯誤"
"9","12","3","lahlahun","拆下"
"9","12","4","agugu’","地基"
"9","12","5","sanariun","珍惜"
"9","13","1"," tumogal","建築"
"9","13","2","gaga’","種子"
"9","13","3","pa’aya’","懸掛"
"9","13","4","hunbing","漏雨"
"9","13","5","tutingun","敲打"
"9","14","1","kunagauw","開墾"
"9","14","2","aṟusuw","重"
"9","14","3","saa’ring","自從"
"9","14","4","malahang","找"
"9","14","5","nasali’ ","工寮"
"9","15","1","lubuw","口簧琴"
"9","15","2","sitalak","（使）切片"
"9","15","3"," lahmi’","薄片"
"9","15","4","kugusun","削；刮"
"9","15","5","baling","洞"
"9","16","1"," pintana’","一樣"
"9","16","2","sisabiy","遺留"
"9","16","3","mabubuw","餵奶"
"9","16","4","mabahu’ ","洗衣服"
"9","16","5"," sasan","早晨"
"9","16","6","pinungan","聽說"
"9","17","1","mukrakis","女孩"
"9","17","2","tumalang ","試試看"
"9","17","3","saṟe’","求婚"
"9","17","4","aṟingu’","湯"
"9","17","5"," sumoṟal","同意"
"9","17","6","mataral","親戚"
"9","18","1","minlu’","如果"
"9","18","2","pahuk","驅邪"
"9","18","3","hilelan","以為"
"9","18","4","taringan","鬼附身"
"9","18","5","hapuni","火"
"9","18","6","muhal","生病"
"9","19","1"," seenen","青年"
"9","19","2","tagit","偶爾"
"9","19","3","tuhya’","很遠"
"9","19","4","satimon","灑鹽"
"9","19","5","sikehuṟ","（使）挖洞"
"9","19","6","abalun","埋"
"9","20","1"," lox","木心"
"9","20","2","sunliy","蒐集"
"9","20","3","kumehul","挖"
"9","20","4","baliun","好好的"
"9","20","5","patakaluw","排列"
"9","20","6","inabal","置物架"
"9","21","1","cumung ","祈求"
"9","21","2","mapanga’","揹著"
"9","21","3","sangawa’","吵雜"
"9","21","4","kapuliy","開玩笑"
"9","22","1","sa’aling","從開始"
"9","22","2","babing","做法"
"9","22","3","paspuni","煮飯"
"9","22","4","mululi’","跟著"
"9","22","5","ruma","有些"
"9","23","1","habaṟow","眾多"
"9","23","2","sinringan","自從"
"9","23","3","uhuṟow","增加"
"9","23","4","rong","針"
"9","23","5","sicun","請（誰）去"
"9","24","1","muhlaiy","冬天"
"9","24","2","masabarow","聚眾"
"9","24","3","rasun","帶去"
"9","24","4","sibi’","給"
"9","24","5","putin","山刀"
"9","24","6","tagas","火柴"
