word_id,source,form,gloss,convention
AKIW_SZY_2012_TABLE_ROW_174W1,PDF page 89; affix inventory row 174,sa-kupit,鈕扣,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_176W1,PDF page 89; affix inventory row 176,sa-siwasiw,篩子,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_177W1,PDF page 89; affix inventory row 177,sa-tahab,鍋蓋,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_178W1,PDF page 89; affix inventory row 178,sa-talik,杵,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_179W1,PDF page 90; affix inventory row 179,sa-ading,後盾,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_180W1,PDF page 90; affix inventory row 180,sa-bulibul,流氓,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_181W1,PDF page 90; affix inventory row 181,sa-langec,要割的稻子,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_182W1,PDF page 91; affix inventory row 182,sa-aledah,很辣,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_184W1,PDF page 91; affix inventory row 184,sa-azaaw,很無聊,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_186W1,PDF page 91; affix inventory row 186,sa-likecu,很緊,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_187W1,PDF page 91; affix inventory row 187,sa-lungidac,最髒,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_188W1,PDF page 93; affix inventory row 188,si-apuk,有石灰,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_189W1,PDF page 93; affix inventory row 189,si-eluh,有汙垢,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_190W1,PDF page 93; affix inventory row 190,si-pudac,有皮,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_191W1,PDF page 93; affix inventory row 191,si-akeak,有烏鴉,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_192W1,PDF page 93; affix inventory row 192,si-acawa,有伴侶,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_193W1,PDF page 93; affix inventory row 193,si-cucu,有奶水,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_194W1,PDF page 93; affix inventory row 194,si-culen,有陀螺,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_196W1,PDF page 93; affix inventory row 196,si-apiyan,有毒品,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_197W1,PDF page 93; affix inventory row 197,si-badidiw,有籐編的蓆子,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_198W1,PDF page 95; affix inventory row 198,si-bakan,帶刀,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_199W1,PDF page 95; affix inventory row 199,si-bakici,帶水桶,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_200W1,PDF page 95; affix inventory row 200,si-belac,帶米,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_201W1,PDF page 95; affix inventory row 201,si-cikah,帶鹽巴,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_202W1,PDF page 95; affix inventory row 202,si-subuk,攜帶袋子,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_203W1,PDF page 96; affix inventory row 203,si-buut,有戴頭飾,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_204W1,PDF page 96; affix inventory row 204,si-calaped,有穿褲子,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_205W1,PDF page 96; affix inventory row 205,si-tatamus,戴著戒指,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_206W1,PDF page 96; affix inventory row 206,si-zikuc,穿衣服,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_207W1,PDF page 96; affix inventory row 207,si-ebuy,穿襪子,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_208W1,PDF page 98; affix inventory row 208,si-adingu,產生影子,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_209W1,PDF page 98; affix inventory row 209,si-bali,起風,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_210W1,PDF page 98; affix inventory row 210,si-balu,開花,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_211W1,PDF page 98; affix inventory row 211,si-bili,懷孕,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_212W1,PDF page 98; affix inventory row 212,si-ciid,發嫩芽,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_213W1,PDF page 98; affix inventory row 213,si-cilal,出太陽,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_214W1,PDF page 98; affix inventory row 214,si-dinget,流鼻涕,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_215W1,PDF page 98; affix inventory row 215,si-heci,長果實,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_216W1,PDF page 98; affix inventory row 216,si-lusa',流淚,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_217W1,PDF page 98; affix inventory row 217,si-ngawa',長角,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_218W1,PDF page 98; affix inventory row 218,si-simpi,作夢,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_219W1,PDF page 98; affix inventory row 219,si-tanang,流汗,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_220W1,PDF page 98; affix inventory row 220,si-tibeni,長痱子,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_221W1,PDF page 98; affix inventory row 221,si-tilesen,發霉,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_222W1,PDF page 101; affix inventory row 222,ta-ini,來這裡,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_223W1,PDF page 101; affix inventory row 223,ta-iza,去那裡,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_224W1,PDF page 101; affix inventory row 224,ta-amis,往北,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_225W1,PDF page 101; affix inventory row 225,ta-pabaw,往上,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_226W1,PDF page 101; affix inventory row 226,ta-sasa,向下（tayza i sasa的縮寫）,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_227W1,PDF page 101; affix inventory row 227,ta-timul,往南,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_228W1,PDF page 101; affix inventory row 228,ta-tip,去西部,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_229W1,PDF page 101; affix inventory row 229,ta-zikuz,往後,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_230W1,PDF page 101; affix inventory row 230,ta-laku,去水田,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_231W1,PDF page 101; affix inventory row 231,ta-luma',回家,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_232W1,PDF page 101; affix inventory row 232,ta-minatu,去港口,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_233W1,PDF page 101; affix inventory row 233,ta-umah,去田裡（tayza i umah的縮寫）,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_234W1,PDF page 101; affix inventory row 234,ta-cuwa,去哪裡？（tayza i cuwa的縮寫）,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_236W1,PDF page 103; affix inventory row 236,anu-cila,明天,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_237W1,PDF page 103; affix inventory row 237,anu-sanal,次日上午（未來的）,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_238W1,PDF page 103; affix inventory row 238,anu-sandeb,今晚,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_239W1,PDF page 105; affix inventory row 239,hali-ama,愛爸爸,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_241W1,PDF page 105; affix inventory row 241,hali-emu,愛吃年糕,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_242W1,PDF page 105; affix inventory row 242,hali-epah,愛喝酒,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_243W1,PDF page 105; affix inventory row 243,hali-ina,愛媽媽,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_244W1,PDF page 105; affix inventory row 244,hali-labang,好客,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_245W1,PDF page 105; affix inventory row 245,hali-abibi,很喜歡抱,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_246W1,PDF page 105; affix inventory row 246,hali-kan,愛吃,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_247W1,PDF page 105; affix inventory row 247,hali-pahengad,很會欺騙,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_248W1,PDF page 105; affix inventory row 248,hali-panunu',愛向（某人）炫耀,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_250W1,PDF page 105; affix inventory row 250,hali-zateng,很愛想,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_251W1,PDF page 107; affix inventory row 251,hina-baha,常咳嗽,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_252W1,PDF page 107; affix inventory row 252,hina-bayu',常中暑,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_253W1,PDF page 107; affix inventory row 253,hina-dihi,很有愛心,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_254W1,PDF page 107; affix inventory row 254,hina-pacena',時常休息,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_255W1,PDF page 107; affix inventory row 255,hina-puling,常跌倒,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_256W1,PDF page 107; affix inventory row 256,hina-tayni,常來這裡,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_257W1,PDF page 108; affix inventory row 257,kala-angic,愛哭,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_258W1,PDF page 108; affix inventory row 258,kala-cunged,愛生氣,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_259W1,PDF page 108; affix inventory row 259,kala-hedaw,常遺失,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_260W1,PDF page 108; affix inventory row 260,kala-lesa',常漏水,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_262W1,PDF page 108; affix inventory row 262,kala-sinawal,很容易頭暈,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_263W1,PDF page 109; affix inventory row 263,tada-abesa',味道太淡的,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_264W1,PDF page 109; affix inventory row 264,tada-limulak,非常高興,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_265W1,PDF page 109; affix inventory row 265,tada-mabatad,有夠遠,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_266W1,PDF page 109; affix inventory row 266,tada-macebed,太密集,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_267W1,PDF page 111; affix inventory row 267,tanu-atimela,很多跳蚤,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_268W1,PDF page 111; affix inventory row 268,tanu-likes,很多蚊子,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_269W1,PDF page 111; affix inventory row 269,tanu-puduh,很多螞蟻,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_270W1,PDF page 111; affix inventory row 270,tanu-pukuh,很多節,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_271W1,PDF page 111; affix inventory row 271,tanu-ulat,爆筋,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_272W1,PDF page 111; affix inventory row 272,tanu-duka,傷痕累累,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_273W1,PDF page 111; affix inventory row 273,tanu-ngangay,很多口水,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_274W1,PDF page 111; affix inventory row 274,tanu-tanang,很多汗,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_275W1,PDF page 111; affix inventory row 275,tanu-kikul,尾巴很長,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_276W1,PDF page 111; affix inventory row 276,tanu-tuwa',大聲吼,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_277W1,PDF page 111; affix inventory row 277,tanu-uning,很髒,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_278W1,PDF page 111; affix inventory row 278,tunu-calay,很多網,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_279W1,PDF page 111; affix inventory row 279,tunu-pidadiki,很多蝙蝠,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_280W1,PDF page 124; affix inventory row 280,lekal-a,起床！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_282W1,PDF page 124; affix inventory row 282,'neng-a,坐下！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_283W1,PDF page 124; affix inventory row 283,tizeng-a,請站立,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_284W1,PDF page 125; affix inventory row 284,adidem-an,桑樹園,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_285W1,PDF page 126; affix inventory row 285,nacnac-an,所舔之處,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_286W1,PDF page 126; affix inventory row 286,enep-an,淹沒處,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_287W1,PDF page 126; affix inventory row 287,paluma-an,種的地方,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_288W1,PDF page 127; affix inventory row 288,alaw-an,被搶,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_289W1,PDF page 127; affix inventory row 289,ales-an,被放棄,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_290W1,PDF page 127; affix inventory row 290,asik-an,掃過多,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_291W1,PDF page 127; affix inventory row 291,azih-an,被看,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_292W1,PDF page 127; affix inventory row 292,balud-an,被綁,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_293W1,PDF page 127; affix inventory row 293,kan-an,被吃,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_294W1,PDF page 127; affix inventory row 294,laup-an,被包圍的,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_295W1,PDF page 127; affix inventory row 295,liclic-an,被審問%,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_296W1,PDF page 128; affix inventory row 296,ina-an,媽媽那裡,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_297W1,PDF page 128; affix inventory row 297,Panay-an,Panay 那裡,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_298W1,PDF page 130; affix inventory row 298,balangbang-an,秋季,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_299W1,PDF page 130; affix inventory row 299,sadingsing-an,春季,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_300W1,PDF page 130; affix inventory row 300,salahbal-an,月圓時，亦指中秋節,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_301W1,PDF page 130; affix inventory row 301,sananal-an,清晨時刻,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_302W1,PDF page 131; affix inventory row 302,bangbang-aw,要多勉勵,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_303W1,PDF page 132; affix inventory row 303,namuh-aw,要敬愛！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_304W1,PDF page 133; affix inventory row 304,Bunuk-aw,親暱的稱Bunuk啊！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_305W1,PDF page 134; affix inventory row 305,imelang-ay,病人,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_306W1,PDF page 134; affix inventory row 306,maluk-ay,務農的人,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_307W1,PDF page 134; affix inventory row 307,mapeluk-ay,愛講話的人,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_308W1,PDF page 134; affix inventory row 308,mibuting-ay,捕魚的人,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_309W1,PDF page 134; affix inventory row 309,paceba-ay,騙子,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_310W1,PDF page 134; affix inventory row 310,pahengad-ay,騙子,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_311W1,PDF page 135; affix inventory row 311,enem-ay,大的,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_312W1,PDF page 135; affix inventory row 312,lima-ay,五的,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_314W1,PDF page 136; affix inventory row 314,makesem-ay,悲哀的,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_315W1,PDF page 136; affix inventory row 315,malalitin-ay,被連結的,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_316W1,PDF page 136; affix inventory row 316,pabaliw-ay,懷疑的,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_317W1,PDF page 136; affix inventory row 317,panunu'-ay,向（某人）炫耀的,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_318W1,PDF page 136; affix inventory row 318,tayni-ay,來這的,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_319W1,PDF page 136; affix inventory row 319,amis-ay,北方的,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_320W1,PDF page 136; affix inventory row 320,balucu'-ay,心目中的,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_321W1,PDF page 136; affix inventory row 321,bayu-ay,鹹水的,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_322W1,PDF page 136; affix inventory row 322,ceka-ay,刺茄,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_323W1,PDF page 137; affix inventory row 323,uli'-ay,茅草的,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_324W1,PDF page 137; affix inventory row 324,likecu-ay,窄的,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_325W1,PDF page 137; affix inventory row 325,pu'nel-ay,矮的,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_326W1,PDF page 137; affix inventory row 326,salungan-ay,可愛的,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_327W1,PDF page 137; affix inventory row 327,takalaw-ay,最高的,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_328W1,PDF page 137; affix inventory row 328,tanaya'-ay,長的,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_329W1,PDF page 138; affix inventory row 329,angic-en,哭出來！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_330W1,PDF page 138; affix inventory row 330,silsil-en,排列！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_331W1,PDF page 138; affix inventory row 331,sipu-en,去擦！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_332W1,PDF page 138; affix inventory row 332,tahab-en,蓋！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_333W1,PDF page 139; affix inventory row 333,tais-en,要縫製,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_334W1,PDF page 139; affix inventory row 334,atip-en,去夾！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_335W1,PDF page 139; affix inventory row 335,auk-en,去砍竹子！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_336W1,PDF page 139; affix inventory row 336,balucu'-en,放在心裡！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_337W1,PDF page 139; affix inventory row 337,cudad-en,去寫！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_338W1,PDF page 139; affix inventory row 338,tatak-en,用大鋤頭！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_339W1,PDF page 139; affix inventory row 339,apuyu'-en,縮短！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_340W1,PDF page 139; affix inventory row 340,badi'-en,曬乾！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_341W1,PDF page 139; affix inventory row 341,kulemi-en,使之扁掉,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_342W1,PDF page 139; affix inventory row 342,nuneng-en,要穩重！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_343W1,PDF page 140; affix inventory row 343,azih-i,看好！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_344W1,PDF page 140; affix inventory row 344,hang-i,好哇！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_345W1,PDF page 140; affix inventory row 345,nanam-i,要學習！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_346W1,PDF page 140; affix inventory row 346,pacuma-i,去餵！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_347W1,PDF page 140; affix inventory row 347,pawan-i,要忘掉！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_348W1,PDF page 142; affix inventory row 348,ka-limad-an,遷移地,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_349W1,PDF page 142; affix inventory row 349,ka-hetik-an,掉落處,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_350W1,PDF page 142; affix inventory row 350,ka-katukuh-an,目的地,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_351W1,PDF page 142; affix inventory row 351,ka-kuli-an,工作場所,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_352W1,PDF page 142; affix inventory row 352,ka-tayza-an,目的地,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_356W1,PDF page 143; affix inventory row 356,ka-sienaw-an,冬天,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_357W1,PDF page 143; affix inventory row 357,ka-udad-an,雨天,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_358W1,PDF page 144; affix inventory row 358,ka-si-balu-an,開花的季節,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_359W1,PDF page 144; affix inventory row 359,ka-si-lawad-an,有空閒的時候,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_360W1,PDF page 144; affix inventory row 360,ka-si-lupas-an,水蜜桃產期,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_361W1,PDF page 144; affix inventory row 361,ka-si-tebu'-an,竹筍的產季,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_362W1,PDF page 145; affix inventory row 362,ma-badi'-ay,枯萎的,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_363W1,PDF page 145; affix inventory row 363,ma-hedaw-ay,遺失的,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_364W1,PDF page 145; affix inventory row 364,ma-id'id-ay,烤過的,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_365W1,PDF page 145; affix inventory row 365,ma-limula'-ay,很會撒嬌的,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_366W1,PDF page 145; affix inventory row 366,ma-senget-ay,潮濕的,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_369W1,PDF page 145; affix inventory row 369,ma-lima-ay,小偷,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_370W1,PDF page 145; affix inventory row 370,ma-palaw-ay,舞者,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_371W1,PDF page 145; affix inventory row 371,ma-salaw-ay,巨人,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_372W1,PDF page 146; affix inventory row 372,mi-caliw-an,借來的,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_373W1,PDF page 146; affix inventory row 373,mi-cengel-an,有上顏色的,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_374W1,PDF page 146; affix inventory row 374,mi-nanam-an,知識,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_376W1,PDF page 147; affix inventory row 376,mu'-'neng-ay,坐下的,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_377W1,PDF page 147; affix inventory row 377,mu-bahel-ay,在飛的,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_378W1,PDF page 147; affix inventory row 378,mu-belih-ay,半途而廢的,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_379W1,PDF page 147; affix inventory row 379,mu-culil-ay,走路的,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_382W1,PDF page 148; affix inventory row 382,na-culil-an,足跡,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_383W1,PDF page 148; affix inventory row 383,na-emek-an,腳印,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_384W1,PDF page 148; affix inventory row 384,na-lacul-an,被遺留之物,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_385W1,PDF page 148; affix inventory row 385,na-lecuh-an,出生地,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_387W1,PDF page 148; affix inventory row 387,na-ngelu'-an,辛苦得來的,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_388W1,PDF page 148; affix inventory row 388,na-sazipa'-an,腳印,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_389W1,PDF page 148; affix inventory row 389,na-tala'-an,刀傷,whole-word meaning with separate affix/root columns
