entry_id,reader_page,column,form,translation,method,included,exclusion_reason
song-2018-kanakanavu-dictionary-0173,196,2,makacápacapʉ,拍擊；擊掌,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0174,196,2,makacʉkʉna,到達；抵達,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0175,196,2,makacʉmʉrʉ,厚,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0176,196,2,makananu,如何；怎樣,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0177,196,2,makananguru,游泳,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0178,196,2,makangʉcʉ,少,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0179,196,2,mákari,說話（某人對某人說）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0180,196,2,makaríkari,討論,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0181,196,2,makasi,說,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0182,196,2,makásia,這樣,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0183,196,2,makásua / pakasuun,那樣,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0184,196,2,maká’ʉna,又；再（次）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0185,196,2,maku,我,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0186,196,2,makungu / makuung,冷,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0187,196,2,makʉkʉang,硬（如石頭）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0188,196,2,mamaan,十（數人）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0189,196,2,mamacai,死亡,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0190,196,2,mamanu,小孩；孩童（複數）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0191,196,2,mamanʉng,好,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0192,196,2,mamarang,老人；長者（複數）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0193,196,2,mámia / maa,只；僅只,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0194,196,2,mámia,可惜；遺憾,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0195,196,2,mamíriki,李子,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0196,196,2,mami’arʉ,苦澀,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0197,196,2,manasʉ,或許；可能,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0198,196,2,mánava,酒醉,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0199,196,2,mane’i / mane’e,輕（重量）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0200,196,2,maningcau,漂亮；美麗,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0201,196,2,manman,辣椒,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0202,197,1,manmaan / ka’anmanʉn,喜歡；喜愛,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0203,197,1,manu,小孩；孩童,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0204,197,1,manʉkʉpai,矮,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0205,197,1,manʉmʉ,六十,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0206,197,1,mangaríngari,搖動（人為）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0207,197,1,mangtʉnʉ,砍伐,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0208,197,1,mangtʉ’ai / mangtʉ’e,短,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0209,197,1,manguru / umanguru,逃,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0210,197,1,mangʉrʉ/ umangʉrʉ,炒（飯菜）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0211,197,1,mangʉrʉ/ umangʉrʉ,分一半,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0212,197,1,mapá’ici,酸,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0213,197,1,mapitunu,七十,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0214,197,1,mapitʉ’ʉ,黑暗,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0215,197,1,mapúnarʉ,寬（空間）；寬敞,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0216,197,1,mapurai / puraion,推,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0217,197,1,mapusan,二十,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0218,197,1,mapu’a,賣出,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0219,197,1,mara / umara,拿取,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0220,197,1,maramʉ,挑選；撿,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0221,197,1,marangʉ,老人；長者,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0222,197,1,marápici / marípici,剪；割；剖切,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0223,197,1,mararuai,分道揚鑣,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0224,197,1,mara’an,快速,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0225,197,1,marikʉcʉkʉcʉ,踩踏,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0226,197,1,marikʉrʉ/ arikʉroo,搗；舂搗,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0227,197,1,maripusiam,收割稻米（有手的動作）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0228,197,1,marisauvu / marisovu,聞,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0229,197,2,marisiki,掃；打掃,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0230,197,2,marisinatʉ,書寫；讀書（有手的動作）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0231,197,2,marisúsuna,呼喊,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0232,197,2,marisʉ’ʉrʉ,拉（手用繩子拉人或動物）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0233,197,2,marítarʉ,等待,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0234,197,2,marívari,回答,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0235,197,2,marivi,懷抱,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0236,197,2,marivina’ʉ,收割小米（有手的動作）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0237,197,2,marivivini,跟隨在後；之後；最後,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0238,197,2,marivuarʉ,掀開（衣物、被褥）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0239,197,2,marivura’ʉ,打（用手、棍子、繩子、軟管等器物）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0240,197,2,mari’urú’uru,拖；拉（重物）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0241,197,2,maruun,八十,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0242,197,2,marʉkurapʉ,獸類；動物,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0243,197,2,marʉmʉcʉ,洗（身體）；洗澡,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0244,197,2,marʉngʉcai,高,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0245,197,2,marʉngʉtʉnʉ,瘦弱,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0246,197,2,marʉrʉ,鋸,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0247,197,2,marʉ’ʉ,愛；愛護；疼愛,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0248,197,2,masakʉnʉ/ kasakʉnʉ,珍惜,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0249,197,2,masarapʉ,癢,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0250,197,2,masarʉnpʉ,睏（想睡覺）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0251,197,2,masasʉpʉ,打瞌睡；打哈欠,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0252,197,2,masi-,說,Official positioned text; language-sorted Appendix 2A,no,Source prints a bound citation form with a trailing hyphen and supplies no unattached surface; entry excluded from the published XML.
song-2018-kanakanavu-dictionary-0253,197,2,masicucuru,說真話,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0254,197,2,masii,才；使之,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0255,198,1,masíkusa,往（某方向、地區）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0256,198,1,masinang,紅色,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0257,198,1,masini / masiin / mahiin,現在,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0258,198,1,masipʉcʉ,洗（衣物）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0259,198,1,masipʉngcʉ,折斷,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0260,198,1,masiʉn,九十,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0261,198,1,masivʉnʉ,折彎,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0262,198,1,masúmacʉ,硬（如獸皮）堅韌的,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0263,198,1,masʉpatʉnʉ/ masʉpatʉʉn,四十,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0264,198,1,mataa,和；與,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0265,198,1,matakuríkuri,滾落,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0266,198,1,matanganai / patanganai,取名；指名,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0267,198,1,matángiri,小心；謹慎,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0268,198,1,matapari’i,掉落,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0269,198,1,matárava,到（某時間點或地點）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0270,198,1,matasa’ai,躺,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0271,198,1,mata’ʉ,生的；未熟的,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0272,198,1,mata’ʉnai,下來（到地面）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0273,198,1,matiananai,開始,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0274,198,1,matikiri,牽（扶）著（人、牛）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0275,198,1,matimanʉngʉ/ matimanʉʉng / patimanʉngʉ,好好的做某事,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0276,198,1,matípuri,放棄；鬆手,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0277,198,1,matirupangʉ,做完,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0278,198,1,matisa’ʉ,抓；捉；捕抓,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0279,198,2,mati’ʉn ’ʉna,重做；修理,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0280,198,2,matupuru / matuapuru,生火,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0281,198,2,matuun,三十,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0282,198,2,mátʉa,一樣；相同,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0283,198,2,matʉnʉsʉ,遇到；相遇,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0284,198,2,mava,揹負（用背帶）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0285,198,2,mavangʉ/ mavaang,熟（瓜果、穀物或食物）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0286,198,2,mavangʉ/ mavaang,橘色,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0287,198,2,mavakan,寬（物品）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0288,198,2,mavici / umavici,帶；攜帶,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0289,198,2,mavúca’ʉ,軟,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0290,198,2,mavucʉrʉkʉ,飽,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0291,198,2,mavʉrʉvʉrʉ,晃動；搖動（自然）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0292,198,2,mavʉvʉtaniara,陰天（昏暗的天）,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0293,198,2,ma’angírisi,肥（有油脂）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0294,198,2,ma’asʉngʉ,打噴嚏,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0295,198,2,ma’avu,溫的；溫暖,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0296,198,2,ma’icʉpʉ,害怕,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0297,198,2,ma’inacʉ,直的,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0298,198,2,ma’unu / uma’unu,揹負（用揹簍，支撐點在頭部）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0299,198,2,ma’ura,小的（體積小如石頭、魚蝦）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0300,198,2,meesua / miaasua / meehua,當時；那時,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0301,198,2,meetusa,千,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0302,198,2,me’icunu / me’ecunu,重,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0303,198,2,mia,我們（排除式）,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0304,198,2,miácara / mécara,照顧；看護,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0305,199,1,miacicini / miacicin,自己一人；獨自一人,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0306,199,1,miácu’u / mécu’u,渴,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0307,199,1,miapacai / mepacai,殺（人、牲畜）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0308,199,1,miaranau,久,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0309,199,1,miatancani,前天,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0310,199,1,mia’acipi,殺牲畜（處理有腳的動物如豬牛羊）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0311,199,1,miciri,倒出來；溢出來,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0312,199,1,Mikongu / Mikoong,收穫祭,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0313,199,1,mima,喝（用杯子）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0314,199,1,minmana,何時（已發生）,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0315,199,1,mintasʉ,厲害；有力氣；有力量,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0316,199,1,mingane,飛,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0317,199,1,míri’i,滿（裝水）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0318,199,1,misee,說；心想；以為,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0319,199,1,miseni / miseen,為什麼；怎麼,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0320,199,1,mita,我們（包含式）；咱們,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0321,199,1,miʉra,昨天,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0322,199,1,mivu,小便,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0323,199,1,moon; poon,在；待在,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0324,199,1,móravu,餓,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0325,199,1,móvua / vʉʉn,給；贈送,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0326,199,1,mu,你們,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0327,199,1,muca,走；離開,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0328,199,1,mucaca,走路,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0329,199,1,mucanʉ,走去,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0330,199,1,múciri / ’apuciri,站立,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0331,199,1,mucunu / mocun,燒,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0332,199,1,múkusa / mókusa,去（某方向）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0333,199,1,mukʉrʉ,摸；觸摸,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0334,199,1,mukʉrʉ/ ukʉrʉʉn,拿著；握著,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0335,199,2,mumu,乳房,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0336,199,2,mumʉkʉ,種植,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0337,199,2,mumʉnʉ,捆綁,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0338,199,2,mupacai,累（累壞了）；辛苦,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0339,199,2,mupana’ʉ,射；擲射,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0340,199,2,múpara,爬（建物）；攀爬,Official positioned text; language-sorted Appendix 2A,yes,
