# Gloss cells the audited source output blanked to the '_' absent-gloss
# placeholder but which the previously published source carries as real
# glossing. Restored at load time so the corpus keeps both the audited
# source's row realignments AND this glossing. Keyed by source file,
# record id, gloss-row index, cell index; wordform is carried as a witness
# and the restoration is skipped if it no longer matches.
#
# Provenance: Corpora/NTUFormosanCorpus/CodeAndDocs/story as published on
# main at the time of writing. See pipeline/README.md.
source_file	record_id	row	cell	wordform	value
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	108	2	2	noka	屬格
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	11	2	1	hiya'	who
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	11	2	2	hiya'	誰
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	113	2	1	niyaom	1EPL.GEN
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	113	2	2	niyaom	1EPL.屬格
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	114	2	1	kosa	FIL
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	114	2	2	kosa	FIL
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	115	2	1	ah'\	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	115	2	2	ah'\	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	116	2	1	o==	FIL
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	116	2	2	o==	FIL
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	117	2	1	noka	GEN
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	117	2	2	noka	屬格
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	118	2	1	lasia	3PL.NOM
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	118	2	2	lasia	3PL.主格
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	12	2	1	'angang-en	scold-PF
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	12	2	2	'angang-en	責罵-受焦
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	120	2	1	[XX]	XX
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	120	2	2	[XX]	XX
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	121	2	1	ai==	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	121	2	2	ai==	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	122	2	1	sememel	AF.contribute
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	122	2	2	sememel	主焦.捐
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	123	2	1	a==_	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	123	2	2	a==_	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	124	2	1	tilsa	??
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	124	2	2	tilsa	??
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	125	2	1	'aehae',\	one
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	125	2	2	'aehae',\	一
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	126	2	1	anoka	GEN
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	126	2	2	anoka	屬格
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	127	2	1	nak	like
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	127	2	2	nak	像
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	128	2	1	a==_	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	128	2	2	a==_	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	129	2	1	isaso==,\	there
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	129	2	2	isaso==,\	那裡
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	130	2	1	nak	like
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	130	2	2	nak	像
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	131	2	1	ma==,\	then
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	131	2	2	ma==,\	然後
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	132	2	1	So:,\	COND
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	132	2	2	So:,\	條件詞
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	133	2	1	hiya'_	who
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	133	2	2	hiya'_	誰
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	134	2	1	pinabilis	AF.take.charge
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	134	2	2	pinabilis	主焦.負責
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	135	2	1	isaa	there
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	135	2	2	isaa	那裡
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	138	2	1	hiza,\	[Man]matter
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	138	2	2	hiza,\	東西
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	139	2	1	isaa_	FIL
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	139	2	2	isaa_	FIL
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	14	2	1	nom	for
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	14	2	2	nom	為了
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	140	2	1	nak	like
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	140	2	2	nak	像
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	141	2	1	titiyon	Chao
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	141	2	2	titiyon	朱姓
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	142	2	1	hisia	3SG.NOM
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	142	2	2	hisia	3SG.受格
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	143	2	1	hao	there
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	143	2	2	hao	那裡的人
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	144	2	1	makbowa	uncle(pn)
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	144	2	2	makbowa	bowa叔叔
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	145	2	1	iro:	PN
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	145	2	2	iro:	人名
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	146	2	1	kama	KAMA
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	146	2	2	kama	KAMA
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	148	2	1	a--	FS
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	148	2	2	a--	FS
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	149	2	1	baiw-in	buy-PF
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	149	2	2	baiw-in	買-受焦
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	15	2	1	isaa	there
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	15	2	2	isaa	那裡
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	150	2	1	yami'	1EPL.NOM
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	150	2	2	yami'	1EPL.主焦
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	151	2	1	kama==	KAMA
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	151	2	2	kama==	KAMA
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	152	2	1	ka==	ACC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	152	2	2	ka==	受格
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	153	2	1	isaso:	there
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	153	2	2	isaso:	在那裡
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	156	2	1	'oka'	NEG
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	156	2	2	'oka'	沒有
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	157	2	1	ray	LOC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	157	2	2	ray	處格
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	158	2	1	ma==	DM
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	158	2	2	ma==	DM
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	159	2	1	e==	FIL
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	159	2	2	e==	FIL
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	160	2	1	so:	COND
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	160	2	2	so:	條件詞
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	161	2	1	'okay	NEG
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	161	2	2	'okay	沒有
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	162	2	1	alibih-in	take.home-PF
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	162	2	2	alibih-in	帶.家-受焦
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	163	2	1	hiya'	who
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	163	2	2	hiya'	誰
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	164	2	1	ma==,\	DM
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	164	2	2	ma==,\	DM
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	165	2	1	'amet-en_	finish-PF
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	165	2	2	'amet-en_	結束-受焦
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	166	2	1	hiza,\	there
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	166	2	2	hiza,\	那裡
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	167	2	1	haysani	now
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	167	2	2	haysani	現在
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	168	2	1	'a'akoy	many
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	168	2	2	'a'akoy	太多
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	169	2	1	'ae-'aewhaey	RED-AF.bad
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	169	2	2	'ae-'aewhaey	重疊-主焦.不好
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	17	2	1	potngor	AF.arrive
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	17	2	2	potngor	主焦.到達
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	170	2	1	aeyam	meat
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	170	2	2	aeyam	豬肉
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	171	2	1	hini	this
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	171	2	2	hini	這個
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	172	2	1	isaa	then
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	172	2	2	isaa	然後
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	173	2	1	ay	INT
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	173	2	2	ay	感嘆
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	174	2	1	ma	DM
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	174	2	2	ma	DM
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	174	9	1	[hi-]hiwae-en	RED-cut-PF
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	174	9	2	[hi-]hiwae-en	重疊-切-受焦
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	176	2	1	'a'ap--,/	FS
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	176	2	2	'a'ap--,/	FS
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	177	2	1	pa'a'apol	AF.distribute
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	177	2	2	pa'a'apol	主焦.分
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	178	2	1	ra-roton	Ca-AF.gather
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	178	2	2	ra-roton	Ca重疊-AF.集中
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	179	2	1	nakhini	[Man]
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	179	2	2	nakhini	就是說
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	18	2	1	'aehae'	one
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	18	2	2	'aehae'	一
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	180	2	1	hini	here
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	180	2	2	hini	這裡
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	181	2	1	matna'amet	AF.all.go
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	181	2	2	matna'amet	主焦.全部.去
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	182	2	1	uN	FIL
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	182	2	2	uN	FIL
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	183	2	1	makakpeh	separate.AF
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	183	2	2	makakpeh	各自.主焦
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	184	2	1	So:_	COND
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	184	2	2	So:_	條件詞
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	185	2	1	m-wa:i'	AF-come
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	185	2	2	m-wa:i'	主焦-來
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	186	2	1	inay	from
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	186	2	2	inay	從
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	187	2	1	mak'aehae'	sometimes
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	187	2	2	mak'aehae'	有時候
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	188	2	1	ila	..
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	188	2	2	ila	..
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	189	2	1	pa'pa'apol-on	distribute-PF
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	189	2	2	pa'pa'apol-on	分-受焦
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	19	2	1	sizaeh	AF.finish
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	19	2	2	sizaeh	主焦.結束
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	190	2	1	so:	COND
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	190	2	2	so:	條件詞
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	191	2	1	kala	LOC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	191	2	2	kala	地方
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	192	2	1	kita'	depends
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	192	2	2	kita'	<完成>決定
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	194	2	1	ma'	DM
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	194	2	2	ma'	DM
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	195	2	1	[nasia]	3SG.GEN
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	195	2	2	[nasia]	3SG.屬格
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	197	2	1	baba:i'	PN
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	197	2	2	baba:i'	風姓
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	198	2	1	ksi'ael	have.lunch
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	198	2	2	ksi'ael	<主焦>吃午餐
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	199	2	1	niyam--	FS
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	199	2	2	niyam--	FS
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	200	2	1	kaspinatabir	things.for.offering
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	200	2	2	kaspinatabir	祭品
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	201	2	1	nihiya'	who.GEN
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	201	2	2	nihiya'	誰.屬格
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	203	2	1	si-roton	RF-accumulate
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	203	2	2	si-roton	指焦-合
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	204	2	1	hihiwa[-'en]	cut-PF
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	204	2	2	hihiwa[-'en]	切-受焦
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	206	2	1	[isaa]	FIL
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	206	2	2	[isaa]	FIL
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	208	2	1	'i'ini'	not.yet
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	208	2	2	'i'ini'	還沒
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	209	2	1	potoy	AF.pack
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	209	2	2	potoy	主焦打包
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	21	2	1	patabir	AF.do.ritual
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	21	2	2	patabir	主焦.祭祀
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	210	2	1	paphahai	vie.for
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	210	2	2	paphahai	搶著做
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	211	2	1	a[==]	FIL
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	211	2	2	a[==]	FIL
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	213	2	1	aroma'	others
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	213	2	2	aroma'	其他人
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	215	2	1	isaa	there
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	215	2	2	isaa	那裡
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	216	2	1	kita-en	see-PF
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	216	2	2	kita-en	看-受焦
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	22	2	1	patabir	AF.do.ritual
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	22	2	2	patabir	主焦.祭祀
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	220	2	1	kamoenhal	last.year
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	220	2	2	kamoenhal	去年
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	222	2	1	isahini	now
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	222	2	2	isahini	那
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	223	2	1	'am	FUT
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	223	2	2	'am	未來
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	224	2	1	uh	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	224	2	2	uh	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	225	2	1	'izi'--	NEG
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	225	2	2	'izi'--	否定
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	227	2	1	si'ael	AF.eat
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	227	2	2	si'ael	主焦.吃
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	229	2	1	a	FIL
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	229	2	2	a	FIL
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	23	2	1	sizaeh	AF.finish
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	23	2	2	sizaeh	主焦.結束
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	230	2	1	aras	AF.take
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	230	2	2	aras	AF.拿
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	231	2	1	kaysa'an	today
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	231	2	2	kaysa'an	今天
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	233	2	1	baza'-en	hear-PF
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	233	2	2	baza'-en	聽-受焦
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	235	2	1	eN,\	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	235	2	2	eN,\	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	238	2	1	talo--	FS
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	238	2	2	talo--	FS
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	239	2	1	aniyami'a	1EPL.POSS
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	239	2	2	aniyami'a	1EPL.所有格
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	24	2	1	'a-'ayna:a'	RED-AF.wait
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	24	2	2	'a-'ayna:a'	重疊-主焦.等
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	240	2	1	tinawbon_	rice.cake
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	240	2	2	tinawbon_	糯米糕
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	241	2	1	'a'apol	AF.distribute
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	241	2	2	'a'apol	主焦.分配
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	242	2	1	'a'apol	AF.distribute
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	242	2	2	'a'apol	主焦.分配
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	243	2	1	ta--,\	.FS
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	243	2	2	ta--,\	.FS
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	244	2	1	'a'apol	AF.distribute
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	244	2	2	'a'apol	主焦.分配
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	245	2	1	a==_	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	245	2	2	a==_	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	246	2	1	e==	FIL
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	246	2	2	e==	FIL
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	247	2	1	sayna'ase:	Chiung.clan
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	247	2	2	sayna'ase:	芎姓
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	248	2	1	sepat	four
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	248	2	2	sepat	四
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	249	2	1	a,/	FIL
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	249	2	2	a,/	FIL
